rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,val_fitness_raw,n_episodes_val,max_episode_val,n_episodes_train_val,val_half1_excess_sharpe,val_half2_excess_sharpe,stable,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on,drop_reason,nasdaq_val_excess_sharpe,nasdaq_val_sharpe,nasdaq_val_sharpe_bh,nasdaq_holdout_excess_sharpe,nasdaq_holdout_sharpe,nasdaq_holdout_sharpe_bh,cross_asset
~asp_jupiter_venus_sextile_orb5 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6249490030468378,-0.5199490030468378,-0.009591503479066659,0.5027990340780313,0.6077990340780313,1.0002394629761562,0.39244042889812486,0.5027990340780313,18,127,24,0.7876464288244587,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.48583972305516104,0.8921322819046494,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~jupiter_ingress_5d,3,7,-0.2773559494978271,-0.17235594949782712,0.338001550069944,0.5024389280702719,0.6074389280702719,0.9998793569683968,0.39244042889812486,0.5024389280702719,4,133,13,0.7871341822182583,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.358386796725139,0.7646793555746274,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~mercury_sign_aries,3,7,-0.6139672466429092,-0.5089672466429093,0.0013902529248618256,0.5023975674491554,0.6073975674491554,0.9998379963472803,0.39244042889812486,0.5023975674491554,13,107,18,0.7870753473571437,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4550802081574636,0.861372767006952,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_uranus_venus_square_orb3,3,7,-0.30309105288746446,-0.19809105288746448,0.3122664466803066,0.5023681748642947,0.6073681748642947,0.9998086037624195,0.39244042889812486,0.5023681748642947,5,87,21,0.7870335368651804,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3131440678937784,0.7194366267432668,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~sun_sign_aries,3,7,-0.4573482760300731,-0.3523482760300731,0.15800922353769797,0.502346232720867,0.607346232720867,0.9997866616189918,0.39244042889812486,0.502346232720867,12,97,16,0.78700232451913,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4382901564781206,0.844582715327609,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_sun_sextile_orb5 & asp_pluto_uranus_sextile_orb3 & ~venus_sign_sagittarius,3,7,-0.5726406283794224,-0.46764062837942244,0.042716871188348673,0.5020825676757448,0.6070825676757448,0.9995229965738696,0.39244042889812486,0.5020825676757448,12,165,14,0.7866272658740701,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5877522404504991,0.9940447992999875,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb5,3,7,-0.679688614533694,-0.574688614533694,-0.06433111496592293,0.5019869730841366,0.6069869730841366,0.9994274019822615,0.39244042889812486,0.5019869730841366,16,98,22,0.7864912846292953,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5090411346346784,0.9153336934841668,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_sun_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3,3,7,-0.3530863335589536,-0.2480863335589536,0.2622711660088175,0.5019777016793927,0.6069777016793927,0.9994181305775176,0.39244042889812486,0.5019777016793927,4,103,16,0.7864780962642759,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.22223783227160038,0.6285303911210888,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_mars_saturn_square_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.2899890627635858,-0.18498906276358584,0.32536843680418526,0.5017816555994103,0.6067816555994103,0.9992220844975351,0.39244042889812486,0.5017816555994103,4,133,13,0.7861992254605887,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.37568443843220706,0.7819769972816955,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~jupiter_ingress_3d,3,7,-0.29467010033540436,-0.18967010033540438,0.3206873992323667,0.5014326069795312,0.6064326069795312,0.998873035877656,0.39244042889812486,0.5014326069795312,4,133,13,0.7857027138636492,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.34356742907879606,0.7498599879282845,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~sun_sign_aries,3,7,-0.44453659524361755,-0.33953659524361757,0.1708209043241535,0.501344672215815,0.606344672215815,0.9987851011139398,0.39244042889812486,0.501344672215815,12,97,16,0.785577629524264,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4345653029049606,0.840857861754449,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb3 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_3d,3,7,-0.5932011765886367,-0.4882011765886367,0.02215632297913442,0.501066478920488,0.6060664789204879,0.9985069078186128,0.39244042889812486,0.501066478920488,46,44,58,0.7851819094809391,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5108163775943273,0.9171089364438156,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_sun_conj_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5,3,7,-0.6015895783421142,-0.4965895783421142,0.013767921225656888,0.5010408535341726,0.6060408535341726,0.9984812824322974,0.39244042889812486,0.5010408535341726,24,84,29,0.7851454583487119,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4979189816892496,0.904211540538738,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_sun_uranus_square_orb1,3,7,-0.2589623628673174,-0.1539623628673174,0.3563951367004537,0.5008519001573293,0.6058519001573293,0.9982923290554541,0.39244042889812486,0.5008519001573293,5,75,17,0.7848766797391431,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30192214673501033,0.7082147055844987,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_sun_sextile_orb5 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_3d,3,7,-0.5923814835071433,-0.4873814835071432,0.022976016060627876,0.5008477247977734,0.6058477247977734,0.9982881536958983,0.39244042889812486,0.5008477247977734,27,74,35,0.7848707404642745,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.6559133419082588,1.0622059007577471,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb1 & ~asp_mercury_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.36236204533185284,-0.25736204533185286,0.25299545423591824,0.5005786260823761,0.6055786260823761,0.9980190549805009,0.39244042889812486,0.5005786260823761,4,130,16,0.7844879593863612,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.38228383508278513,0.7885763939322735,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_moon_square_orb1 & ~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.403883839186264,-0.29888383918626404,0.21147366038150706,0.5005648746141613,0.6055648746141613,0.9980053035122861,0.39244042889812486,0.5005648746141613,5,130,20,0.7844683985611247,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.29015451648750695,0.6964470753369953,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_sun_square_orb1 & ~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.3014206997968645,-0.1964206997968645,0.3139367997709066,0.500426209464595,0.605426209464595,0.9978666383627198,0.39244042889812486,0.500426209464595,4,89,17,0.7842711540016007,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.27509870270149867,0.6813912615509871,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.29215030820705595,-0.18715030820705597,0.32320719136071513,0.5004231367169303,0.6054231367169303,0.9978635656150551,0.39244042889812486,0.5004231367169303,4,129,17,0.7842667831683445,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.35288840445960895,0.7591809633090973,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_opp_orb5,3,7,-0.621499507605125,-0.516499507605125,-0.006142008037353835,0.5002740449386973,0.6052740449386973,0.9977144738368221,0.39244042889812486,0.5002740449386973,14,150,22,0.7840547075987818,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.45947273753713985,0.8657652963866282,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_neptune_square_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.26591633332954184,-0.16091633332954186,0.34944116623822924,0.5001116576012394,0.6051116576012394,0.9975520864993643,0.39244042889812486,0.5001116576012394,6,71,21,0.7838237201927982,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30554567817304773,0.7118382370225361,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_sun_conj_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.7043897013220275,-0.5993897013220275,-0.08903220175425641,0.5000562974044123,0.6050562974044122,0.997496726302537,0.39244042889812486,0.5000562974044123,30,46,41,0.7837449733406361,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5122470068484104,0.9185395656978987,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb3 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer,3,7,-0.6122227983592449,-0.5072227983592449,0.003134701208526174,0.49999247631062227,0.6049924763106223,0.9974329052087471,0.39244042889812486,0.49999247631062227,29,74,36,0.7836541913898099,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5031413291209297,0.909433887970418,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5 & ~sun_sign_capricorn,3,7,-0.35638752738441126,-0.2513875273844113,0.2589699721833598,0.499970096310703,0.604970096310703,0.9974105252088278,0.39244042889812486,0.499970096310703,4,126,16,0.7836223571029417,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3375655486160433,0.7438581074655317,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_mercury_square_orb1 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.3052899116670329,-0.20028991166703292,0.3100675879007382,0.4998305614225993,0.6048305614225993,0.9972709903207242,0.39244042889812486,0.4998305614225993,4,116,15,0.7834238767908712,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2987762952745991,0.7050688541240875,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d,3,7,-0.625741694921432,-0.520741694921432,-0.010384195353660816,0.4998027311528348,0.6048027311528348,0.9972431600509597,0.39244042889812486,0.4998027311528348,29,47,37,0.783384289880446,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.6204039792979417,1.02669653814743,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_pluto_sextile_orb3 & ~asp_neptune_sun_opp_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.3557221282375931,-0.2507221282375931,0.259635371330178,0.49977573028120026,0.6047757302812002,0.997216159179325,0.39244042889812486,0.49977573028120026,4,128,17,0.7833458827522908,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3420772074288179,0.7483697662783063,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb1 & ~asp_pluto_sun_trine_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.5917240405369274,-0.4867240405369274,0.023633459030843667,0.4996746042436977,0.6046746042436977,0.9971150331418226,0.39244042889812486,0.4996746042436977,17,125,26,0.7832020371102524,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5053977655630328,0.9116903244125213,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_moon_saturn_conj_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.33773758289163835,-0.23273758289163837,0.2776199166761327,0.4996642403151441,0.6046642403151441,0.997104669213269,0.39244042889812486,0.4996642403151441,7,109,28,0.7831872950615877,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.28830344058523366,0.6945959994347221,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb3 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d,3,7,-0.5864758488688601,-0.4814758488688601,0.028881650698911045,0.49948122488898883,0.6044812248889888,0.9969216537871136,0.39244042889812486,0.49948122488898883,42,42,54,0.7829269672143511,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5917440352789194,0.9980365941284077,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_neptune_square_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.7477405246039556,-0.6427405246039556,-0.13238302503618452,0.49925650840672575,0.6042565084067257,0.9966969373048505,0.39244042889812486,0.49925650840672575,12,121,17,0.7826073230337587,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5197288179303323,0.9260213767798208,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~venus_sign_aries,3,7,-0.3965407952665839,-0.29154079526658394,0.21881670430118713,0.499086918733199,0.604086918733199,0.9965273476313239,0.39244042889812486,0.499086918733199,12,121,16,0.7823660936217574,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.40425586868116176,0.8105484275306502,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mercury_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5,2,4,-0.2731881649122299,-0.23318816491222993,0.27716933465554117,0.4990465160712841,0.5390465160712841,0.931486944969409,0.39244042889812486,0.4990465160712841,3,158,12,0.6898858263537475,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2598898775028305,0.6661824363523189,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_uranus_venus_square_orb3,3,7,-0.2694927049047786,-0.16449270490477863,0.34586479466299247,0.49881723334587735,0.6038172333458773,0.9962576622440023,0.39244042889812486,0.49881723334587735,5,95,19,0.7819824860834395,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.21471037704920987,0.6210029358986983,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_sextile_orb3,3,7,-0.31443150985004437,-0.20943150985004438,0.3009259897177267,0.4986145548221006,0.6036145548221006,0.9960549837202255,0.39244042889812486,0.4986145548221006,4,115,16,0.78169419166884,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.28162665145817717,0.6879192103076656,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~mars_ingress_3d,3,7,-0.40713383934618863,-0.30213383934618865,0.20822366022158248,0.4982394232611034,0.6032394232611034,0.9956798521592283,0.39244042889812486,0.4982394232611034,9,72,42,0.7811605980757592,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.24173544245418238,0.6480280013036708,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_moon_neptune_square_orb1 & asp_neptune_uranus_conj_orb5,3,7,-0.3029983881946412,-0.19799838819464122,0.3123591113731299,0.49820603969933797,0.603206039699338,0.9956464685974629,0.39244042889812486,0.49820603969933797,5,118,21,0.7811131128380207,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2714014161610086,0.677693975010497,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_mercury_opp_orb5 & ~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5,3,7,-0.3532889868655939,-0.24828898686559392,0.2620685127021772,0.4981392620519389,0.6031392620519389,0.9955796909500638,0.39244042889812486,0.4981392620519389,4,113,13,0.7810181274498689,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.10286298644353048,0.5091555452930189,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~sun_sign_cancer,3,7,-0.3365112231512048,-0.23151122315120481,0.2788462764165663,0.49806176122121837,0.6030617612212184,0.9955021901193432,0.39244042889812486,0.49806176122121837,3,119,12,0.780907889361913,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.22360816218432428,0.6299007210338127,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~sun_sign_cancer,3,7,-0.33762286803114067,-0.23262286803114068,0.2777346315366304,0.4978874936966351,0.6028874936966351,0.99532792259476,0.39244042889812486,0.4978874936966351,4,116,17,0.7806600095683149,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.16553653417402575,0.5718290930235141,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_uranus_square_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.298370443900248,-0.193370443900248,0.3169870556675231,0.4978819508015033,0.6028819508015033,0.9953223796996281,0.39244042889812486,0.4978819508015033,5,72,19,0.7806521253097043,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.306963786384899,0.7132563452343874,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_conj_orb3,3,7,-0.605074788481231,-0.500074788481231,0.010282711086540127,0.4977512267584514,0.6027512267584514,0.9951916556565762,0.39244042889812486,0.4977512267584514,15,160,21,0.7804661825303427,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4927103340402947,0.8990028928897831,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_moon_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3,3,7,-0.6317011090470986,-0.5267011090470987,-0.01634360947932758,0.4977256369839502,0.6027256369839502,0.995166065882075,0.39244042889812486,0.4977256369839502,34,62,40,0.7804297834926583,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.46965919324181876,0.8759517520913072,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~mercury_sign_leo,3,7,-0.37970827475153435,-0.27470827475153436,0.23564922481623674,0.49759070579522935,0.6025907057952293,0.9950311346933541,0.39244042889812486,0.49759070579522935,4,103,18,0.7802378568020465,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.19655631304925342,0.6028488718987418,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_saturn_sextile_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6817469662173332,-0.5767469662173332,-0.06638946664956219,0.49756614468335525,0.6025661446833552,0.99500657358148,0.39244042889812486,0.49756614468335525,13,134,18,0.7802029210063082,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5117422365023425,0.918034795351831,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_sun_conj_orb3 & ~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.2570012400004114,-0.15200124000041143,0.35835625956735967,0.49752196132133464,0.6025219613213346,0.9949623902194594,0.39244042889812486,0.49752196132133464,4,160,16,0.7801400744915667,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.27221472312922096,0.6785072819787094,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_uranus_venus_square_orb5,3,7,-0.30746396246917834,-0.20246396246917836,0.30789353709859274,0.4974215035944496,0.6024215035944496,0.9948619324925744,0.39244042889812486,0.4974215035944496,4,92,18,0.7799971833150245,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2085713795424084,0.6148639383918968,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_sun_square_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3,3,7,-0.31366145376351456,-0.20866145376351458,0.3016960458042565,0.49736222078332504,0.602362220783325,0.9948026496814498,0.39244042889812486,0.49736222078332504,3,159,15,0.7799128594621365,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.19517796676081728,0.6014705256103057,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_moon_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.3634107384368481,-0.25841073843684814,0.25194676113092296,0.49733277749588733,0.6023327774958873,0.9947732063940122,0.39244042889812486,0.49733277749588733,8,56,46,0.7798709793609502,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2815696426014635,0.6878622014509519,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_jupiter_sun_square_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6687568094481747,-0.5637568094481747,-0.053399309880403596,0.49718584355736817,0.6021858435573682,0.9946262724554931,0.39244042889812486,0.49718584355736817,18,119,26,0.7796619809000123,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4722115629316473,0.8785041217811357,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_venus_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,3,7,-0.3490255565597001,-0.2440255565597001,0.266331943008071,0.4971788011066758,0.6021788011066758,0.9946192300048006,0.39244042889812486,0.4971788011066758,4,100,16,0.7796519637452055,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.17499869313766253,0.5812912519871509,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,2,4,-0.24269390064391996,-0.20269390064391996,0.30766359892385114,0.4971600697778407,0.5371600697778407,0.9296004986759655,0.39244042889812486,0.4971600697778407,3,198,8,0.6872045297996563,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.16541239025150817,0.5717049491009966,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_sun_uranus_opp_orb3,3,7,-0.2892775152216168,-0.18427751522161684,0.32607998434615426,0.49701709220666634,0.6020170922066663,0.9944575211047912,0.39244042889812486,0.49701709220666634,3,133,12,0.7794219498579,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2853302245790013,0.6916227834284897,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_neptune_opp_orb3 & asp_neptune_uranus_conj_orb5,3,7,-0.31305172821715016,-0.20805172821715018,0.3023057713506209,0.49701709220666634,0.6020170922066663,0.9944575211047912,0.39244042889812486,0.49701709220666634,3,133,12,0.7794219498579,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2853302245790013,0.6916227834284897,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True
