rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,val_fitness_raw,n_episodes_val,max_episode_val,n_episodes_train_val,val_half1_excess_sharpe,val_half2_excess_sharpe,stable,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on,drop_reason
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb5 & ~mars_ingress_3d,3,7,-0.6417941689813346,-0.5367941689813346,-0.0341614784193142,0.4695650486539431,0.5745650486539431,0.9670054775520679,0.39244042889812486,0.4695650486539431,31,64,40,0.7403806574330258,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_neptune_square_orb1 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.4694740689181318,0.5744740689181318,0.9669144978162567,0.39244042889812486,0.4694740689181318,11,135,15,0.7402512901691678,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_mercury_trine_orb1 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.5541207750247411,-0.44912077502474107,0.05351191553727933,0.46920691358926003,0.57420691358926,0.9666473424873849,0.39244042889812486,0.46920691358926003,17,116,27,0.7398714134626148,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & ~asp_moon_sun_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6137931131601482,-0.5087931131601482,-0.006160422598127788,0.46907873173671266,0.5740787317367126,0.9665191606348376,0.39244042889812486,0.46907873173671266,18,139,28,0.7396891480031125,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~sun_sign_cancer,3,7,-0.6905977739909983,-0.5855977739909983,-0.08296508342897795,0.46902413211888794,0.5740241321188879,0.9664645610170127,0.39244042889812486,0.46902413211888794,12,109,18,0.7396115113195492,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d & ~venus_sign_sagittarius,3,7,-0.6140241887212149,-0.5090241887212149,-0.006391498159194501,0.4689170476600675,0.5739170476600675,0.9663574765581924,0.39244042889812486,0.4689170476600675,25,72,33,0.7394592451533804,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_saturn_sextile_orb1 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6647876896510875,-0.5597876896510875,-0.05715499908906712,0.46878838812040247,0.5737883881204024,0.9662288170185274,0.39244042889812486,0.46878838812040247,13,134,18,0.73927630106989,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_moon_venus_conj_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.6679722894591021,-0.5629722894591022,-0.06033959889708175,0.46878141068343915,0.5737814106834391,0.9662218395815639,0.39244042889812486,0.46878141068343915,24,85,32,0.7392663796927894,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_venus_conj_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.4683628179052304,0.5733628179052304,0.9658032468033553,0.39244042889812486,0.4683628179052304,13,184,19,0.7386711745161596,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & ~asp_neptune_sun_conj_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.4683626060125248,0.5733626060125248,0.9658030349106496,0.39244042889812486,0.4683626060125248,16,184,22,0.7386708732225467,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~mars_ingress_3d & ~venus_sign_aries,3,7,-0.41755880316225913,-0.31255880316225915,0.19007388739976128,0.468248129623968,0.573248129623968,0.9656885585220928,0.39244042889812486,0.468248129623968,26,55,34,0.7385080975302971,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & ~asp_neptune_sun_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.5808243742603678,-0.47582437426036783,0.026808316301652584,0.4681242320306467,0.5731242320306467,0.9655646609287716,0.39244042889812486,0.4681242320306467,17,98,25,0.738331925928174,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_sextile_orb1,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.46805158904106303,0.573051589041063,0.9654920179391878,0.39244042889812486,0.46805158904106303,14,184,20,0.7382286340320126,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_neptune_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer,3,7,-0.6010551442624229,-0.4960551442624229,0.006577546299597488,0.467786874965449,0.572786874965449,0.9652273038635739,0.39244042889812486,0.467786874965449,9,145,13,0.7378522347986058,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_moon_square_orb1 & asp_pluto_uranus_sextile_orb3 & ~venus_sign_sagittarius,3,7,-0.6029743512059305,-0.4979743512059305,0.0046583393560899675,0.4677536725259641,0.5727536725259641,0.9651941014240889,0.39244042889812486,0.4677536725259641,17,149,19,0.7378050240438982,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_moon_square_orb1 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_3d,3,7,-0.6237639101355912,-0.5187639101355912,-0.016131219573570756,0.467677406128435,0.572677406128435,0.9651178350265599,0.39244042889812486,0.467677406128435,33,76,41,0.7376965804485314,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_mercury_uranus_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6602724226000088,-0.5552724226000089,-0.05263973203798844,0.46746536020159546,0.5724653602015954,0.9649057890997204,0.39244042889812486,0.46746536020159546,15,124,21,0.7373950717212463,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_sun_venus_conj_orb3,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.4672484271170163,0.5722484271170163,0.9646888560151412,0.39244042889812486,0.4672484271170163,15,150,21,0.7370866146929995,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer,3,7,-0.6745216079389331,-0.5695216079389331,-0.06688891737691267,0.4671905891615713,0.5721905891615713,0.9646310180596961,0.39244042889812486,0.4671905891615713,12,109,18,0.7370043750676831,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d & ~mercury_sign_cancer,3,7,-0.6192638112996327,-0.5142638112996327,-0.011631120737612346,0.4670384776166232,0.5720384776166232,0.9644789065147481,0.39244042889812486,0.4670384776166232,26,74,34,0.736788088353763,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~venus_sign_sagittarius,2,4,-0.5334753980256333,-0.4934753980256332,0.009157292536387187,0.4666430397629476,0.5066430397629476,0.8990834686610724,0.39244042889812486,0.4666430397629476,7,262,9,0.6438369364726115,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_neptune_trine_orb1 & ~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.554866739561448,-0.449866739561448,0.05276595100057239,0.4666372858054926,0.5716372858054926,0.9640777147036175,0.39244042889812486,0.4666372858054926,14,121,18,0.7362176373613074,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_sun_uranus_trine_orb1,3,7,-0.6293784443076488,-0.5243784443076488,-0.021745753745628416,0.4665031011358638,0.5715031011358638,0.9639435300339887,0.39244042889812486,0.4665031011358638,16,98,24,0.7360268419868439,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb1 & asp_pluto_uranus_sextile_orb3,2,4,-0.5452518088883813,-0.5052518088883813,-0.0026191183263608135,0.4661109481141466,0.5061109481141466,0.8985513770122714,0.39244042889812486,0.4661109481141466,8,250,11,0.6430809112735845,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_conj_orb3,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.46610073282553,0.57110073282553,0.9635411617236549,0.39244042889812486,0.46610073282553,15,150,21,0.7354547216738856,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_pluto_opp_orb5 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6316109928893051,-0.5266109928893051,-0.023978302327284748,0.46587544788450286,0.5708754478845028,0.9633158767826276,0.39244042889812486,0.46587544788450286,13,122,19,0.7351343941982706,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_conj_orb1,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.4658643992296405,0.5708643992296405,0.9633048281277654,0.39244042889812486,0.4658643992296405,13,136,17,0.7351186843914397,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_neptune_square_orb1 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6424644171905094,-0.5374644171905094,-0.03483172662848904,0.4656068129292832,0.5706068129292832,0.963047241827408,0.39244042889812486,0.4656068129292832,16,184,24,0.7347524294206702,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb1 & ~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.5937131435144711,-0.4887131435144711,0.013919547047549335,0.4654501352393148,0.5704501352393148,0.9628905641374397,0.39244042889812486,0.4654501352393148,12,121,16,0.7345296541959645,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_mercury_trine_orb1 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.5745245844382041,-0.46952458443820405,0.033108106123816365,0.4650708608963299,0.5700708608963299,0.9625112897944548,0.39244042889812486,0.4650708608963299,15,106,24,0.7339903772481877,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_moon_sun_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6663022347823508,-0.5613022347823509,-0.05866954422033047,0.4649529284588916,0.5699529284588916,0.9623933573570165,0.39244042889812486,0.4649529284588916,16,106,23,0.7338226937120298,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_neptune_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~sun_sign_cancer,3,7,-0.6218770560131068,-0.5168770560131069,-0.014244365451086377,0.4646952342121662,0.5696952342121662,0.9621356631102911,0.39244042889812486,0.4646952342121662,9,140,13,0.7334562890982297,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_sextile_orb5 & ~sun_sign_cancer,3,7,-0.6227464714074108,-0.5177464714074108,-0.015113780845390366,0.4646120295076166,0.5696120295076166,0.9620524584057415,0.39244042889812486,0.4646120295076166,13,102,17,0.7333379840593492,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_square_orb3,3,7,-0.5352232386188295,-0.4302232386188295,0.0724094519431909,0.4645239034580031,0.5695239034580031,0.961964332356128,0.39244042889812486,0.4645239034580031,18,109,25,0.7332126817039959,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_sun_uranus_opp_orb5,3,7,-0.6215425293352888,-0.5165425293352888,-0.013909838773268329,0.46450094468139724,0.5695009446813972,0.9619413735795221,0.39244042889812486,0.46450094468139724,14,123,22,0.7331800377019073,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_neptune_sun_conj_orb3 & asp_pluto_uranus_sextile_orb3,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.46434721440399174,0.5693472144039917,0.9617876433021166,0.39244042889812486,0.46434721440399174,14,136,18,0.7329614560899187,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_venus_conj_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.4642599444750879,0.5692599444750879,0.9617003733732128,0.39244042889812486,0.4642599444750879,11,136,15,0.732837371390167,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_conj_orb3,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.464246142489966,0.569246142489966,0.9616865713880909,0.39244042889812486,0.464246142489966,12,136,16,0.7328177470567165,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_square_orb5,3,7,-0.6678400354780977,-0.5628400354780977,-0.060207344916077245,0.4640720157083671,0.5690720157083671,0.9615124446064919,0.39244042889812486,0.4640720157083671,16,80,21,0.7325701654005818,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_neptune_sun_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6333386870579345,-0.5283386870579345,-0.025705996495914065,0.4639982132890088,0.5689982132890088,0.9614386421871336,0.39244042889812486,0.4639982132890088,15,106,21,0.732465229795543,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_sextile_orb3 & ~venus_sign_aries,3,7,-0.4426555817064596,-0.3376555817064596,0.16497710885556083,0.463906448903177,0.568906448903177,0.9613468778013019,0.39244042889812486,0.463906448903177,10,163,14,0.732334755181403,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_neptune_trine_orb5 & asp_pluto_uranus_sextile_orb3 & ~venus_sign_sagittarius,3,7,-0.5423647440463396,-0.4373647440463396,0.06526794651568078,0.46389659242552383,0.5688965924255238,0.9613370213236486,0.39244042889812486,0.46389659242552383,10,124,13,0.7323207408189014,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_sextile_orb3 & ~sun_sign_cancer,3,7,-0.6197574955330997,-0.5147574955330997,-0.012124804971079216,0.4636101576057412,0.5686101576057412,0.961050586503866,0.39244042889812486,0.4636101576057412,11,125,17,0.7319134762050441,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_sextile_orb1,3,7,-0.5753374522499929,-0.4703374522499929,0.0322952383120275,0.4635791265266167,0.5685791265266167,0.9610195554247416,0.39244042889812486,0.4635791265266167,16,121,20,0.7318693550419018,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & ~asp_neptune_venus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6275838971655147,-0.5225838971655147,-0.019951206603494205,0.46346097713110335,0.5684609771311033,0.9609014060292282,0.39244042889812486,0.46346097713110335,15,136,22,0.7317013659021165,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_opp_orb3 & ~mars_ingress_3d,3,7,-0.6195499137306993,-0.5145499137306994,-0.011917223168678886,0.4628687627002317,0.5678687627002317,0.9603091915983565,0.39244042889812486,0.4628687627002317,27,76,37,0.730859337158434,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_sextile_orb5 & ~mercury_sign_cancer,3,7,-0.6019825434557952,-0.4969825434557951,0.0056501471062253145,0.46268336174341496,0.5676833617434149,0.9601237906415399,0.39244042889812486,0.46268336174341496,13,107,17,0.7305957295361574,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_sun_uranus_trine_orb1,3,7,-0.682078646770973,-0.577078646770973,-0.07444595620895257,0.4623352423415279,0.5673352423415279,0.9597756712396527,0.39244042889812486,0.4623352423415279,14,106,20,0.7301007663575119,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & ~asp_neptune_sun_conj_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.5975787139577642,-0.4925787139577642,0.010053976604256222,0.4621993833057785,0.5671993833057785,0.9596398122039034,0.39244042889812486,0.4621993833057785,16,184,22,0.7299075997797717,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_neptune_sun_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb5,3,7,-0.5987218020096354,-0.4937218020096354,0.008910888552385044,0.4621731871259862,0.5671731871259862,0.9596136160241111,0.39244042889812486,0.4621731871259862,17,94,21,0.7298703536616196,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_sun_sextile_orb3 & ~mercury_sign_cancer,3,7,-0.59863257239639,-0.49363257239639,0.009000118165630384,0.4618616454597855,0.5668616454597855,0.9593020743579103,0.39244042889812486,0.4618616454597855,11,130,17,0.7294273999435767,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_moon_square_orb1 & asp_pluto_uranus_sextile_orb3 & ~sun_sign_cancer,3,7,-0.6268987232121677,-0.5218987232121677,-0.01926603265014724,0.46158629331604817,0.5665862933160482,0.959026722214173,0.39244042889812486,0.46158629331604817,17,99,21,0.7290359022445048,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_neptune_sextile_orb3 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6656922865507023,-0.5606922865507024,-0.05805959598868189,0.4613168496961346,0.5663168496961346,0.9587572785942595,0.39244042889812486,0.4613168496961346,15,171,22,0.7286528065240736,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d,2,4,-0.549024188721215,-0.5090241887212149,-0.006391498159194501,0.46115599029447313,0.5011559902944731,0.893596419192598,0.39244042889812486,0.46115599029447313,25,74,33,0.6360408405572751,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_sextile_orb3,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.46104974074986016,0.5660497407498601,0.9584901696479851,0.39244042889812486,0.46104974074986016,15,136,19,0.7282730314168542,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb3,3,7,-0.5784169592673671,-0.4734169592673671,0.029215731294653317,0.46102397102237713,0.5660239710223771,0.9584643999205019,0.39244042889812486,0.46102397102237713,18,150,26,0.7282363921176636,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_square_orb3,3,7,-0.5612132830365195,-0.45621328303651953,0.046419407525500875,0.4606611782855985,0.5656611782855985,0.9581016071837233,0.39244042889812486,0.4606611782855985,16,136,23,0.7277205759509264,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_opp_orb3 & ~sun_sign_cancer,3,7,-0.6528211474429975,-0.5478211474429975,-0.04518845688097701,0.46057217568087117,0.5655721756808711,0.9580126045789961,0.39244042889812486,0.46057217568087117,8,183,13,0.7275940329995871,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb1,3,7,-0.6084607205558963,-0.5034607205558963,-0.0008280299938758344,0.4605280432400125,0.5655280432400125,0.9579684721381373,0.39244042889812486,0.4605280432400125,16,118,23,0.7275312860150842,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_sun_uranus_opp_orb5,3,7,-0.6738563139700093,-0.5688563139700094,-0.0662236234079889,0.46036603777632856,0.5653660377763285,0.9578064666744533,0.39244042889812486,0.46036603777632856,12,106,18,0.7273009488271507,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_venus_sextile_orb5 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6367305200873582,-0.5317305200873582,-0.029097829525337772,0.4603438450795587,0.5653438450795587,0.9577842739776835,0.39244042889812486,0.4603438450795587,14,123,21,0.727269395582828,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mars_venus_sextile_orb1 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3,3,7,-0.6532733175095702,-0.5482733175095702,-0.045640626947549744,0.46004606795001823,0.5650460679500182,0.957486496848143,0.39244042889812486,0.46004606795001823,14,128,21,0.7268460212892864,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_jupiter_moon_square_orb1 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer,3,7,-0.6064419085603594,-0.5014419085603594,0.001190782001660977,0.459792283631568,0.564792283631568,0.9572327125296929,0.39244042889812486,0.459792283631568,17,109,21,0.7264851963407251,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb3 & asp_pluto_uranus_sextile_orb3,2,4,-0.5944864043136663,-0.5544864043136662,-0.05185371375164585,0.45979211389098573,0.4997921138909857,0.8922325427891106,0.39244042889812486,0.45979211389098573,10,138,14,0.6341030920601429,-0.2044341522827901,False,-0.7952880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_conj_orb5,3,7,-0.6492018033373483,-0.5442018033373484,-0.04156911277532797,0.4594570364448314,0.5644570364448314,0.9568974653429563,0.39244042889812486,0.4594570364448314,13,136,17,0.726008550888054,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_5d,3,7,-0.6704637900405402,-0.5654637900405403,-0.06283109947851988,0.4592919547651624,0.5642919547651624,0.9567323836632872,0.39244042889812486,0.4592919547651624,30,50,39,0.725773842857921,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb3,3,7,-0.6312484093305853,-0.5262484093305854,-0.023615718768564973,0.45929011531005726,0.5642901153100572,0.956730544208182,0.39244042889812486,0.45929011531005726,15,136,21,0.725771227579999,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
~asp_moon_saturn_trine_orb1 & ~asp_neptune_venus_square_orb5 & asp_pluto_uranus_sextile_orb3,3,7,-0.6008827595256282,-0.49588275952562816,0.0067499310363922605,0.45908523370836485,0.5640852337083648,0.9565256626064896,0.39244042889812486,0.45908523370836485,18,104,25,0.7254799338730316,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
asp_pluto_uranus_sextile_orb3 & ~asp_pluto_venus_opp_orb3 & ~mercury_sign_cancer,3,7,-0.6340276742428472,-0.5290276742428472,-0.02639498368082684,0.4589030322534893,0.5639030322534893,0.9563434611516141,0.39244042889812486,0.4589030322534893,8,188,13,0.7252208866021248,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,
