rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on
jupiter_sign_sagittarius & saturn_sign_pisces,2,3,-0.22722249160495497,-0.19722249160495497,0.30541019895706545,0.5542419580541849,0.5842419580541849,0.9766823869523098,0.39244042889812486,-0.7852880872991425,-0.7552880872991424,0.0,0.7552880872991424,0.002997002997002997,1000.0,validation
~jupiter_sign_capricorn & saturn_sign_pisces,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.5442419580541848,0.5842419580541849,0.9766823869523098,0.39244042889812486,-0.3199130581403537,-0.2799130581403537,0.4753750291587887,0.7552880872991424,0.002997002997002997,1000.0,validation
~asp_saturn_sun_sextile & saturn_sign_pisces,2,4,-0.6168272932672128,-0.5768272932672127,-0.07419460270519229,0.478012398088745,0.518012398088745,0.9104528269868698,0.39244042889812486,-0.33717107161172916,-0.2971710716117292,0.45811701568741325,0.7552880872991424,0.008991008991008992,1000.0,validation
~asp_saturn_venus_sextile & saturn_sign_pisces,2,4,-0.5981223764581531,-0.5581223764581531,-0.05548968589613262,0.46146000175533547,0.5014600017553354,0.8939004306534604,0.39244042889812486,-0.3447115784321472,-0.30471157843214725,0.4505765088669952,0.7552880872991424,0.007992007992007992,1000.0,validation
~saturn_ingress_1d & saturn_sign_pisces,2,4,-0.6136412701022684,-0.5736412701022684,-0.07100857954024802,0.45661459870648236,0.49661459870648234,0.8890550276046072,0.39244042889812486,-0.3248624933956628,-0.28486249339566283,0.4704255939034796,0.7552880872991424,0.01098901098901099,1000.0,validation
~asp_saturn_sun_trine & saturn_sign_pisces,2,4,-0.6603858065923002,-0.6203858065923001,-0.11775311603027971,0.4530402319745811,0.4930402319745811,0.8854806608727059,0.39244042889812486,-0.35634107043435637,-0.3163410704343564,0.43894701686478604,0.7552880872991424,0.005994005994005994,1000.0,validation
~asp_jupiter_venus_square & saturn_sign_pisces,2,4,-0.5954562867248254,-0.5554562867248254,-0.05282359616280495,0.4362575931165127,0.47625759311651267,0.8686980220146375,0.39244042889812486,-0.3887937779016609,-0.34879377790166094,0.4064943093974815,0.7552880872991424,0.013986013986013986,1000.0,validation
saturn_sign_pisces,1,1,-0.5827364823295602,-0.5727364823295602,-0.07010379176753972,0.4308869240294833,0.4408869240294833,0.8333273529276082,0.39244042889812486,-0.28991305814035373,-0.2799130581403537,0.4753750291587887,0.7552880872991424,0.01998001998001998,1000.0,validation
~asp_mars_venus_conj & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.42661384522698187,0.46661384522698185,0.8590542741251067,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,0.05194805194805195,1000.0,validation
~asp_jupiter_sun_square & saturn_sign_pisces,2,4,-0.6288042007058449,-0.5888042007058448,-0.08617151014382438,0.4197993298350472,0.4597993298350472,0.852239758733172,0.39244042889812486,-0.3227665416846766,-0.28276654168467663,0.4725215456144658,0.7552880872991424,0.01098901098901099,1000.0,validation
~mars_sign_sagittarius & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.41307765582460354,0.4530776558246035,0.8455180847227284,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,0.06793206793206794,1000.0,validation
~jupiter_ingress_1d & saturn_sign_pisces,2,4,-0.634957770264349,-0.5949577702643489,-0.09232507970232855,0.40901322033872056,0.44901322033872054,0.8414536492368454,0.39244042889812486,-0.33677109497112945,-0.29677109497112947,0.45851699232801296,0.7552880872991424,0.01998001998001998,1000.0,validation
~saturn_sign_gemini & ~saturn_sign_virgo,2,5,-0.10925091085882661,-0.05925091085882661,0.4433817797031938,0.4040911606456057,0.4540911606456057,0.8465315895437305,0.39244042889812486,-0.010346032522876539,0.039653967477123464,0.7949420547762659,0.7552880872991424,0.05194805194805195,1000.0,validation
saturn_sign_pisces & ~sun_sign_cancer,2,4,-0.6467497254447788,-0.6067497254447788,-0.10411703488275835,0.40083710345958967,0.44083710345958965,0.8332775323577145,0.39244042889812486,-0.374776445555145,-0.334776445555145,0.4205116417439974,0.7552880872991424,0.013986013986013986,1000.0,validation
mars_sign_virgo & ~saturn_sign_gemini,2,4,-0.5786358510827608,-0.5386358510827608,-0.0360031605207404,0.39986087515919744,0.4398608751591974,0.8323013040573223,0.39244042889812486,-0.3014350897589391,-0.26143508975893914,0.4938529975402033,0.7552880872991424,0.000999000999000999,1000.0,validation
saturn_sign_pisces & ~sun_sign_capricorn,2,4,-0.6132330611944704,-0.5732330611944704,-0.07060037063244998,0.3992586912736985,0.4392586912736985,0.8316991201718233,0.39244042889812486,-0.3367269786765487,-0.29672697867654874,0.4585611086225937,0.7552880872991424,0.015984015984015984,1000.0,validation
~asp_mars_venus_sextile & saturn_sign_pisces,2,4,-0.6689174081829816,-0.6289174081829816,-0.1262847176209612,0.3955724083495684,0.4355724083495684,0.8280128372476933,0.39244042889812486,-0.3141449628877941,-0.2741449628877941,0.4811431244113483,0.7552880872991424,0.017982017982017984,1000.0,validation
saturn_sign_pisces & ~sun_sign_libra,2,4,-0.626483391106694,-0.586483391106694,-0.08385070054467361,0.38789029622079607,0.42789029622079605,0.8203307251189209,0.39244042889812486,-0.318834342211075,-0.278834342211075,0.4764537450880674,0.7552880872991424,0.011988011988011988,1000.0,validation
saturn_sign_aries & ~venus_sign_sagittarius,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.38614582366404004,0.42614582366404,0.8185862525621649,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,0.07092907092907093,1000.0,validation
~mercury_sign_aquarius & saturn_sign_pisces,2,4,-0.597860244056371,-0.5578602440563709,-0.055227553494350455,0.38495154660296427,0.42495154660296425,0.8173919755010891,0.39244042889812486,-0.37050794831886485,-0.3305079483188649,0.42478013898027756,0.7552880872991424,0.012987012987012988,1000.0,validation
~mercury_sign_cancer & saturn_sign_pisces,2,4,-0.6289935607885424,-0.5889935607885424,-0.08636087022652189,0.38442704518019855,0.4244270451801985,0.8168674740783234,0.39244042889812486,-0.34727414383994676,-0.3072741438399468,0.44801394345919565,0.7552880872991424,,,validation
~asp_jupiter_venus_conj & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3816534121980919,0.4216534121980919,0.8140938410962167,0.39244042889812486,-0.42713036640589525,-0.38713036640589527,0.36815772089324716,0.7552880872991424,,,validation
~asp_jupiter_mars_conj & saturn_sign_pisces,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.38031275859322344,0.4203127585932234,0.8127531874913483,0.39244042889812486,-0.3693593389199993,-0.3293593389199993,0.42592874837914313,0.7552880872991424,,,validation
~asp_jupiter_sun_opp & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3741442520151219,0.4141442520151219,0.8065846809132468,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~asp_mars_venus_conj & saturn_sign_pisces,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.3705766819423407,0.4105766819423407,0.8030171108404656,0.39244042889812486,-0.3488651729466309,-0.3088651729466309,0.4464229143525115,0.7552880872991424,,,validation
~mercury_sign_cancer & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.36690718287729573,0.4069071828772957,0.7993476117754206,0.39244042889812486,-0.396856214494632,-0.356856214494632,0.3984318728045104,0.7552880872991424,,,validation
~jupiter_sign_cancer & ~saturn_sign_virgo,2,5,-0.103003811554168,-0.053003811554168,0.4496288790078524,0.3581691205280848,0.4081691205280848,0.8006095494262097,0.39244042889812486,-0.15049930949026763,-0.10049930949026764,0.6547887778088748,0.7552880872991424,,,validation
saturn_sign_pisces & ~venus_sign_cancer,2,4,-0.6501890164652072,-0.6101890164652072,-0.10755632590318671,0.356493181399809,0.396493181399809,0.7889336102979339,0.39244042889812486,-0.3785758303977286,-0.3385758303977286,0.41671225690141384,0.7552880872991424,,,validation
~asp_jupiter_venus_trine & saturn_sign_pisces,2,4,-0.6107160684569463,-0.5707160684569462,-0.06808337789492577,0.35555273324173964,0.3955527332417396,0.7879931621398645,0.39244042889812486,-0.33853056415584015,-0.2985305641558402,0.45675752314330226,0.7552880872991424,,,validation
~asp_jupiter_sun_opp & saturn_sign_pisces,2,4,-0.6343456102596786,-0.5943456102596786,-0.09171291969765819,0.3537781950706804,0.3937781950706804,0.7862186239688053,0.39244042889812486,-0.3527098261555333,-0.31270982615553333,0.4425782611436091,0.7552880872991424,,,validation
~asp_jupiter_venus_conj & saturn_sign_pisces,2,4,-0.6184012117548034,-0.5784012117548034,-0.07576852119278293,0.3522179813492796,0.3922179813492796,0.7846584102474045,0.39244042889812486,-0.3211634028923014,-0.2811634028923014,0.474124684406841,0.7552880872991424,,,validation
~mars_sign_scorpio & saturn_sign_pisces,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.35207540871746146,0.39207540871746144,0.7845158376155863,0.39244042889812486,-0.37195045460419274,-0.33195045460419276,0.4233376326949497,0.7552880872991424,,,validation
~mars_sign_sagittarius & ~saturn_sign_virgo,2,5,-0.2438999449433909,-0.1938999449433909,0.3087327456186295,0.3506010519456232,0.4006010519456232,0.793041480843748,0.39244042889812486,0.00935629417817245,0.05935629417817245,0.8146443814773149,0.7552880872991424,,,validation
saturn_sign_pisces & ~venus_sign_scorpio,2,4,-0.562411641893795,-0.522411641893795,-0.019778951331774573,0.3499991974026354,0.3899991974026354,0.7824396263007602,0.39244042889812486,-0.39168870833731834,-0.35168870833731836,0.4035993789618241,0.7552880872991424,,,validation
~asp_jupiter_sun_sextile & saturn_sign_pisces,2,4,-0.5991434071016589,-0.5591434071016589,-0.05651071653963845,0.34927806228126235,0.3892780622812623,0.7817184911793872,0.39244042889812486,-0.3089781961256194,-0.2689781961256194,0.486309891173523,0.7552880872991424,,,validation
saturn_sign_aries,1,1,-0.5126326905620204,-0.5026326905620204,0.0,0.34208375987273504,0.35208375987273505,0.7445241887708599,0.39244042889812486,-0.33332296105577874,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~mars_sign_scorpio & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.34061121732509825,0.38061121732509823,0.7730516462232231,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
asp_jupiter_saturn_square & ~mercury_sign_cancer,2,4,-0.2734376106262423,-0.2334376106262423,0.2691950799357781,0.33685776994555905,0.37685776994555903,0.7692981988436839,0.39244042889812486,-0.5900782332168384,-0.5500782332168384,0.20520985408230402,0.7552880872991424,,,validation
~mars_sign_sagittarius & saturn_sign_pisces,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.3329672835641996,0.37296728356419956,0.7654077124623244,0.39244042889812486,-0.3474126245112367,-0.30741262451123674,0.4478754627879057,0.7552880872991424,,,validation
saturn_sign_aries & ~sun_sign_cancer,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.33174847932036955,0.37174847932036953,0.7641889082184944,0.39244042889812486,-0.44940418009098027,-0.4094041800909803,0.34588390720816214,0.7552880872991424,,,validation
~jupiter_ingress_1d & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.322983330677415,0.362983330677415,0.7554237595755399,0.39244042889812486,-0.3886823022268527,-0.3486823022268527,0.4066057850722897,0.7552880872991424,,,validation
~saturn_ingress_1d & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3217850047657512,0.3617850047657512,0.7542254336638761,0.39244042889812486,-0.34635162227519095,-0.30635162227519097,0.44893646502395146,0.7552880872991424,,,validation
mars_sign_virgo & ~venus_sign_scorpio,2,4,-0.6309784741556059,-0.5909784741556059,-0.08834578359358551,0.31212570591717204,0.352125705917172,0.7445661348152969,0.39244042889812486,-0.3043180784583023,-0.2643180784583023,0.49097000884084013,0.7552880872991424,,,validation
~mercury_sign_libra & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3083370541421063,0.3483370541421063,0.7407774830402312,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~mercury_sign_libra & saturn_sign_pisces,2,4,-0.5464794761933015,-0.5064794761933015,-0.0038467856312810996,0.3071401358024217,0.3471401358024217,0.7395805647005466,0.39244042889812486,-0.34284670403634826,-0.3028467040363483,0.45244138326279415,0.7552880872991424,,,validation
~asp_jupiter_mars_conj & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3054834272934923,0.3454834272934923,0.7379238561916172,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
asp_jupiter_saturn_square & saturn_sign_pisces,2,3,-0.5326326905620204,-0.5026326905620204,0.0,0.3046867074065398,0.3346867074065398,0.7271271363046646,0.39244042889812486,-0.7336235477025351,-0.7036235477025351,0.05166453959660738,0.7552880872991424,,,validation
asp_jupiter_saturn_square & jupiter_sign_sagittarius,2,3,-0.5326326905620204,-0.5026326905620204,0.0,0.3046867074065398,0.3346867074065398,0.7271271363046646,0.39244042889812486,-0.7852880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation
~asp_jupiter_sun_square & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.3042637839262933,0.34426378392629325,0.7367042128244181,0.39244042889812486,-0.4273164572171285,-0.38731645721712854,0.3679716300820139,0.7552880872991424,,,validation
saturn_sign_pisces & ~sun_sign_virgo,2,4,-0.5996619102973082,-0.5596619102973082,-0.05702921973528775,0.30237118861583645,0.34237118861583643,0.7348116175139613,0.39244042889812486,-0.3426809594807911,-0.3026809594807911,0.45260712781835133,0.7552880872991424,,,validation
~mercury_sign_aquarius & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.30107727620874336,0.34107727620874334,0.7335177051068682,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~mercury_sign_gemini & saturn_sign_pisces,2,4,-0.7173102658674244,-0.6773102658674244,-0.17467757530540393,0.2997876430584523,0.33978764305845227,0.7322280719565771,0.39244042889812486,-0.3649399932745033,-0.32493999327450335,0.4303480940246391,0.7552880872991424,,,validation
~mars_sign_taurus & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.29810409467030075,0.3381040946703007,0.7305445235684256,0.39244042889812486,-0.3491963887872653,-0.3091963887872653,0.44609169851187713,0.7552880872991424,,,validation
~asp_jupiter_sun_sextile & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.29571406270770384,0.3357140627077038,0.7281544916058287,0.39244042889812486,-0.38381653028071316,-0.3438165302807132,0.41147155701842925,0.7552880872991424,,,validation
~asp_jupiter_venus_trine & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2914925021448195,0.33149250214481946,0.7239329310429443,0.39244042889812486,-0.40010830904204137,-0.3601083090420414,0.39517977825710104,0.7552880872991424,,,validation
saturn_sign_aries & ~sun_sign_libra,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2900987227661287,0.33009872276612867,0.7225391516642535,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~mercury_sign_aquarius & ~mercury_sign_libra,2,5,-0.2769055454890329,-0.2269055454890329,0.2757271450729875,0.2850300945578027,0.3350300945578027,0.7274705234559276,0.39244042889812486,-0.0038916509300733343,0.04610834906992667,0.8013964363690691,0.7552880872991424,,,validation
~saturn_sign_virgo & ~sun_sign_virgo,2,5,-0.0881302759902093,-0.038130275990209295,0.46450241457181113,0.27976798917600165,0.32976798917600164,0.7222084180741265,0.39244042889812486,-0.014653660933414428,0.035346339066585575,0.790634426365728,0.7552880872991424,,,validation
~jupiter_sign_gemini & ~saturn_sign_virgo,2,5,-0.14586659680646297,-0.09586659680646298,0.40676609375555745,0.2793964097485432,0.3293964097485432,0.721836838646668,0.39244042889812486,-0.09288191374623052,-0.042881913746230516,0.7124061735529119,0.7552880872991424,,,validation
~asp_jupiter_saturn_trine & ~saturn_sign_gemini,2,5,-0.004514881466823953,0.04548511853317605,0.5481178090951965,0.2775038373031584,0.3275038373031584,0.7199442662012833,0.39244042889812486,-0.09517062976223718,-0.04517062976223718,0.7101174575369052,0.7552880872991424,,,validation
~jupiter_sign_cancer & ~mercury_sign_libra,2,5,-0.14380966693233732,-0.09380966693233733,0.4088230236296831,0.27617664434469025,0.32617664434469024,0.7186170732428151,0.39244042889812486,-0.27562667403905555,-0.22562667403905556,0.5296614132600869,0.7552880872991424,,,validation
~mars_sign_cancer & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2740880336014765,0.31408803360147647,0.7065284624996013,0.39244042889812486,-0.34474984676342707,-0.3047498467634271,0.45053824053571534,0.7552880872991424,,,validation
~mars_sign_sagittarius & ~mercury_sign_libra,2,5,-0.20614823950280747,-0.15614823950280748,0.34648445105921294,0.2730376407504824,0.3230376407504824,0.7154780696486073,0.39244042889812486,-0.1049046599034021,-0.0549046599034021,0.7003834273957403,0.7552880872991424,,,validation
~asp_jupiter_venus_square & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.27049814187728505,0.310498141877285,0.7029385707754099,0.39244042889812486,-0.3193412863199344,-0.27934128631993443,0.475946800979208,0.7552880872991424,,,validation
saturn_sign_aries & ~venus_sign_cancer,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2688045755669136,0.3088045755669136,0.7012450044650385,0.39244042889812486,-0.4318056915588834,-0.3918056915588834,0.36348239574025903,0.7552880872991424,,,validation
jupiter_sign_sagittarius & ~mars_sign_cancer,2,4,-0.10307804277977009,-0.06307804277977008,0.43955464778225034,0.26489188445653,0.30489188445653,0.6973323133546548,0.39244042889812486,-0.663743076793566,-0.623743076793566,0.13154501050557646,0.7552880872991424,,,validation
~asp_jupiter_saturn_trine & ~mars_sign_sagittarius,2,5,-0.1402131662635161,-0.09021316626351611,0.4124195242985043,0.2611925272981669,0.3111925272981669,0.7036329561962917,0.39244042889812486,-0.07774033726323877,-0.027740337263238768,0.7275477500359037,0.7552880872991424,,,validation
saturn_sign_aries & ~sun_sign_virgo,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2606415495972281,0.30064154959722805,0.6930819784953529,0.39244042889812486,-0.3600797815522775,-0.3200797815522775,0.4352083057468649,0.7552880872991424,,,validation
~asp_jupiter_saturn_trine & ~jupiter_sign_cancer,2,5,-0.041439060355490456,0.008560939644509546,0.51119363020653,0.25973981661309264,0.30973981661309263,0.7021802455112175,0.39244042889812486,-0.19120039468969013,-0.14120039468969015,0.6140876926094523,0.7552880872991424,,,validation
~mars_sign_cancer & ~saturn_sign_virgo,2,5,-0.1305870572148103,-0.0805870572148103,0.4220456333472101,0.25963614241259647,0.30963614241259646,0.7020765713107213,0.39244042889812486,0.0517581054758323,0.1017581054758323,0.8570461927749747,0.7552880872991424,,,validation
~asp_saturn_sun_sextile & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2587801041598009,0.2987801041598009,0.6912205330579257,0.39244042889812486,-0.2971908676380465,-0.2571908676380465,0.49809721966109594,0.7552880872991424,,,validation
~mars_sign_leo & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2583595922442745,0.2983595922442745,0.6908000211423994,0.39244042889812486,-0.3766167720132289,-0.3366167720132289,0.4186713152859135,0.7552880872991424,,,validation
~asp_saturn_venus_sextile & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.25526560989088687,0.29526560989088685,0.6877060387890117,0.39244042889812486,-0.4169414754882617,-0.37694147548826173,0.3783466118108807,0.7552880872991424,,,validation
~saturn_sign_virgo & ~sun_sign_cancer,2,5,-0.10542575367308839,-0.055425753673088385,0.44720693688893204,0.2535200943796694,0.30352009437966937,0.6959605232777942,0.39244042889812486,-0.17907671036789535,-0.12907671036789536,0.6262113769312471,0.7552880872991424,,,validation
~jupiter_sign_capricorn & ~saturn_sign_gemini,2,5,-0.0740829257873002,-0.024082925787300202,0.4785497647747202,0.25293075028249545,0.30293075028249544,0.6953711791806203,0.39244042889812486,-0.0342357819331109,0.015764218066889102,0.7710523053660315,0.7552880872991424,,,validation
asp_jupiter_saturn_square & ~asp_mars_venus_sextile,2,4,-0.4081832383104805,-0.3681832383104805,0.13444945225153992,0.25135618667190107,0.29135618667190105,0.6837966155700259,0.39244042889812486,-0.5707990744873316,-0.5307990744873315,0.22448901281181088,0.7552880872991424,,,validation
~asp_jupiter_saturn_trine & ~mercury_sign_aquarius,2,5,-0.18683757821323915,-0.13683757821323916,0.36579511234878126,0.24977495502206015,0.29977495502206014,0.692215383920185,0.39244042889812486,0.035880043139749615,0.08588004313974962,0.841168130438892,0.7552880872991424,,,validation
~mercury_sign_libra & ~saturn_sign_gemini,2,5,-0.09121492865704885,-0.041214928657048844,0.4614177619049716,0.24896463731019836,0.29896463731019834,0.6914050662083232,0.39244042889812486,-0.13775092848164533,-0.08775092848164534,0.6675371588174971,0.7552880872991424,,,validation
saturn_sign_aries & ~sun_sign_capricorn,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.24850753010836854,0.28850753010836855,0.6809479590064934,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
saturn_sign_pisces & ~venus_sign_sagittarius,2,4,-0.6127364823295602,-0.5727364823295602,-0.07010379176753972,0.2478029122500823,0.2878029122500823,0.6802433411482072,0.39244042889812486,-0.3798951606896828,-0.33989516068968284,0.4153929266094596,0.7552880872991424,,,validation
saturn_sign_aries & ~venus_sign_scorpio,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.24766298917997695,0.28766298917997696,0.6801034180781018,0.39244042889812486,-0.3633229610557787,-0.32332296105577873,0.4319651262433637,0.7552880872991424,,,validation
~mercury_sign_libra & ~saturn_sign_virgo,2,5,-0.12814153874388656,-0.07814153874388657,0.42449115181813385,0.24745175878824843,0.2974517587882484,0.6898921876863733,0.39244042889812486,-0.09794621361914242,-0.04794621361914242,0.70734187368,0.7552880872991424,,,validation
~asp_mars_venus_sextile & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.24368815930553608,0.2836881593055361,0.676128588203661,0.39244042889812486,-0.39521396739610076,-0.3552139673961008,0.40007411990304165,0.7552880872991424,,,validation
~mercury_sign_gemini & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.24179689320694506,0.28179689320694506,0.6742373221050699,0.39244042889812486,-0.44860820003560414,-0.40860820003560416,0.34667988726353827,0.7552880872991424,,,validation
~asp_saturn_sun_trine & saturn_sign_aries,2,4,-0.5426326905620205,-0.5026326905620204,0.0,0.2393499039842246,0.2793499039842246,0.6717903328823495,0.39244042889812486,-0.4038450074719027,-0.36384500747190274,0.3914430798272397,0.7552880872991424,,,validation
~mercury_sign_cancer & ~saturn_sign_virgo,2,5,-0.13740372919552973,-0.08740372919552974,0.4152289613664907,0.23761520059709795,0.28761520059709794,0.6800556294952228,0.39244042889812486,-0.11103245558524961,-0.06103245558524961,0.6942556317138928,0.7552880872991424,,,validation
asp_jupiter_saturn_square & ~sun_sign_cancer,2,4,-0.3336830116805795,-0.29368301168057953,0.20894967888144086,0.23468016202731376,0.27468016202731377,0.6671205909254386,0.39244042889812486,-0.621851120099926,-0.581851120099926,0.1734369671992164,0.7552880872991424,,,validation
~jupiter_sign_cancer & ~jupiter_sign_capricorn,2,5,-0.10869366081303285,-0.058693660813032844,0.4439390297489876,0.2328188601317095,0.2828188601317095,0.6752592890298343,0.39244042889812486,-0.19075623664261804,-0.14075623664261805,0.6145318506565244,0.7552880872991424,,,validation
~mars_sign_taurus & ~saturn_sign_virgo,2,5,-0.12521946668764594,-0.07521946668764595,0.42741322387437447,0.23015523432899365,0.28015523432899364,0.6725956632271185,0.39244042889812486,-0.06816920375950404,-0.018169203759504038,0.7371188835396384,0.7552880872991424,,,validation
asp_jupiter_saturn_square & ~asp_jupiter_venus_trine,2,4,-0.3865176154430152,-0.34651761544301524,0.1561150751190052,0.2289608521329339,0.2689608521329339,0.6614012810310588,0.39244042889812486,-0.6060171134345638,-0.5660171134345637,0.18927097386457872,0.7552880872991424,,,validation
jupiter_sign_sagittarius & ~saturn_sign_virgo,2,4,-0.14705097273855297,-0.10705097273855296,0.39558171782346746,0.22685118518253286,0.26685118518253287,0.6592916140806577,0.39244042889812486,-0.6120589687392202,-0.5720589687392201,0.1832291185599223,0.7552880872991424,,,validation
~jupiter_sign_capricorn & ~mars_sign_sagittarius,2,5,-0.2366708954106715,-0.1866708954106715,0.3159617951513489,0.22679456295508393,0.2767945629550839,0.6692349918532088,0.39244042889812486,0.007102430630851406,0.05710243063085141,0.8123905179299938,0.7552880872991424,,,validation
~asp_jupiter_venus_trine & ~saturn_sign_virgo,2,5,-0.1529551921428312,-0.10295519214283122,0.3996774984191892,0.22473410512698233,0.2747341051269823,0.6671745340251072,0.39244042889812486,-0.011348609971927506,0.038651390028072496,0.7939394773272149,0.7552880872991424,,,validation
~asp_jupiter_venus_square & ~saturn_sign_virgo,2,5,-0.18001757439994343,-0.13001757439994344,0.372615116162077,0.2186963550484523,0.2686963550484523,0.6611367839465772,0.39244042889812486,0.026051742803199704,0.0760517428031997,0.8313398301023421,0.7552880872991424,,,validation
~asp_jupiter_venus_trine & mars_sign_aries,2,4,-0.5413565952725022,-0.5013565952725022,0.0012760952895182096,0.21853845565066884,0.25853845565066885,0.6509788845487937,0.39244042889812486,-0.19822681366736358,-0.15822681366736358,0.5970612736317789,0.7552880872991424,,,validation
mars_sign_virgo & ~mercury_sign_libra,2,4,-0.48201472673188683,-0.44201472673188685,0.06061796383013359,0.21737842375043512,0.2573784237504351,0.64981885264856,0.39244042889812486,-0.3601384049587959,-0.3201384049587959,0.4351496823403465,0.7552880872991424,,,validation
~asp_saturn_sun_trine & ~saturn_sign_virgo,2,5,-0.13124205038275855,-0.08124205038275856,0.42139064017926187,0.21674414923273833,0.2667441492327383,0.6591845781308632,0.39244042889812486,-0.02923310812726472,0.020766891872735282,0.7760549791718777,0.7552880872991424,,,validation
~asp_mars_venus_conj & ~saturn_sign_virgo,2,5,-0.1246365657619576,-0.0746365657619576,0.4279961248000628,0.21519340665302122,0.2651934066530212,0.6576338355511461,0.39244042889812486,-0.03665245619188347,0.013347543808116535,0.768635631107259,0.7552880872991424,,,validation
mars_sign_virgo & saturn_sign_aries,2,3,-0.5326326905620204,-0.5026326905620204,0.0,0.21298522273917406,0.24298522273917406,0.6354256516372989,0.39244042889812486,-0.3946546524165574,-0.3646546524165574,0.390633434882585,0.7552880872991424,,,validation
~mercury_sign_aquarius & ~saturn_sign_gemini,2,5,-0.23297899585729237,-0.18297899585729238,0.31965369470472804,0.21173549300943884,0.2617354930094388,0.6541759219075637,0.39244042889812486,0.08389901391159131,0.1338990139115913,0.8891871012107337,0.7552880872991424,,,validation
~asp_mars_venus_sextile & ~mercury_sign_libra,2,5,-0.13368777859203868,-0.08368777859203869,0.41894491196998174,0.20985415028204124,0.25985415028204123,0.6522945791801661,0.39244042889812486,-0.17844057261786211,-0.12844057261786213,0.6268475146812803,0.7552880872991424,,,validation
