rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,val_fitness_raw,n_episodes_val,max_episode_val,n_episodes_train_val,val_half1_excess_sharpe,val_half2_excess_sharpe,stable,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on,drop_reason,nasdaq_val_excess_sharpe,nasdaq_val_sharpe,nasdaq_val_sharpe_bh,nasdaq_holdout_excess_sharpe,nasdaq_holdout_sharpe,nasdaq_holdout_sharpe_bh,cross_asset,partial_stage
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~mars_ingress_3d & ~sun_sign_aries,4,10,-0.5461664066629883,-0.3961664066629883,0.11419109290478277,0.5797346150968975,0.7297346150968975,1.1221750439950224,0.39244042889812486,0.5797346150968975,29,41,38,0.9612304569509675,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5741131571631346,0.9804057160126229,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_mercury_opp_orb5 & ~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.3991287911852819,-0.24912879118528192,0.2612287083824892,0.5797309936363816,0.7297309936363816,1.1221714225345065,0.39244042889812486,0.5797309936363816,6,98,18,0.961225297474827,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.1371472558522832,0.5434398147017716,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb1 & ~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3931505050603751,-0.24315050506037506,0.26720699450739605,0.5796687516336266,0.7296687516336267,1.1221091805317516,0.39244042889812486,0.5796687516336266,7,70,27,0.9611366216533674,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5258009607231162,0.9320935195726047,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_neptune_venus_conj_orb5,4,10,-0.33735166949847384,-0.18735166949847387,0.32300583006929723,0.5796403546718548,0.7296403546718548,1.1220807835699798,0.39244042889812486,0.5796403546718548,5,100,13,0.9610961646907368,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.35696913163050575,0.7632616904799941,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_sextile_orb5 & ~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer,4,10,-0.5984741865258362,-0.44847418652583615,0.061883313041934965,0.5795071185107666,0.7295071185107667,1.1219475474088916,0.39244042889812486,0.5795071185107666,19,107,25,0.9609063442238932,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7079863882255129,1.1142789470750012,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_pluto_sextile_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.3721574414626039,-0.22215744146260386,0.28820005810516724,0.5794324104389986,0.7294324104389986,1.1218728393371236,0.39244042889812486,0.5794324104389986,6,102,28,0.960799908394864,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3322948068081288,0.7385873656576172,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_sun_conj_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.42415368104478124,-0.2741536810447812,0.23620381852298988,0.5793926099089538,0.7293926099089538,1.1218330388070787,0.39244042889812486,0.5793926099089538,9,70,42,0.960743205028622,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.36235197718139106,0.7686445360308795,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_sun_uranus_trine_orb5,4,10,-0.472127097477951,-0.322127097477951,0.1882304020898201,0.5793657879431501,0.7293657879431501,1.121806216841275,0.39244042889812486,0.5793657879431501,13,39,52,0.9607049920935584,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4235436231751189,0.8298361820246073,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~venus_sign_libra,4,10,-0.3021071898596893,-0.1521071898596893,0.3582503097080818,0.5793108455577879,0.7293108455577879,1.1217512744559128,0.39244042889812486,0.5793108455577879,6,83,21,0.9606267163748015,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.41551141990414237,0.8218039787536308,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_opp_orb5,3,7,-0.29321249041520614,-0.18821249041520616,0.32214500915256494,0.5792858058422823,0.6842858058422823,1.0767262347404072,0.39244042889812486,0.5792858058422823,4,116,13,0.8964992587149312,-0.2044341522827901,False,-0.8602880872991424,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3049584605427402,0.7112510193922286,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~asp_uranus_venus_sextile_orb5,4,10,-0.6599952690198865,-0.5099952690198865,0.0003622305478846318,0.5791890943237977,0.7291890943237977,1.1216295232219227,0.39244042889812486,0.5791890943237977,17,142,20,0.960453259143478,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5502256679626087,0.9565182268120972,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~mercury_sign_cancer & ~venus_sign_aries,4,10,-0.4428158634941154,-0.29281586349411537,0.21754163607365576,0.5791386279308958,0.7291386279308958,1.1215790568290207,0.39244042889812486,0.5791386279308958,16,133,20,0.9603813604827218,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5668754878285798,0.9731680466780681,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_neptune_venus_sextile_orb1,4,10,-0.3471554784848595,-0.19715547848485954,0.31320202108291156,0.5790943052273395,0.7290943052273395,1.1215347341254644,0.39244042889812486,0.5790943052273395,6,102,21,0.9603182146778355,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3697541029491432,0.7760466617986316,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3 & ~asp_saturn_venus_sextile_orb5 & ~asp_uranus_venus_square_orb3,4,10,-0.3327158166410068,-0.18271581664100683,0.32764168292676427,0.5790761022603331,0.7290761022603331,1.121516531158458,0.39244042889812486,0.5790761022603331,7,81,27,0.9602922812300001,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.37039367463575384,0.7766862334852422,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_moon_square_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.34864308938017974,-0.19864308938017977,0.31171441018759133,0.5790453964544414,0.7290453964544414,1.1214858253525664,0.39244042889812486,0.5790453964544414,15,57,56,0.9602485352212482,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3574389640749555,0.7637315229244439,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_neptune_trine_orb3 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~mercury_sign_cancer,4,10,-0.6483524583725713,-0.49835245837257125,0.012005041195199854,0.578982877393141,0.728982877393141,1.121423306291266,0.39244042889812486,0.578982877393141,14,126,18,0.9601594654960808,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.6348092595852637,1.041101818434752,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_neptune_sun_opp_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.3866493599585805,-0.23664935995858055,0.27370813960919055,0.5789678065916838,0.7289678065916838,1.1214082354898087,0.39244042889812486,0.5789678065916838,5,100,17,0.9601379944212272,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3456716693158884,0.7519642281653768,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_square_orb5 & ~venus_sign_taurus,4,10,-0.38394546462186896,-0.233945464621869,0.2764120349459021,0.5789654908640632,0.7289654908640633,1.1214059197621882,0.39244042889812486,0.5789654908640632,5,95,21,0.9601346952499508,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3524395767432171,0.7587321355927055,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_pluto_sun_opp_orb5,4,10,-0.3517680958356466,-0.2017680958356466,0.3085894037321245,0.5788771190388896,0.7288771190388896,1.1213175479370145,0.39244042889812486,0.5788771190388896,6,73,22,0.9600087937375077,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3142902749203535,0.7205828337698419,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_venus_conj_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_uranus_venus_square_orb3,4,10,-0.31909487765788513,-0.1690948776578851,0.341262621909886,0.5788740169530365,0.7288740169530366,1.1213144458511615,0.39244042889812486,0.5788740169530365,10,73,42,0.9600043742626334,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4298869382893474,0.8361794971388358,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_venus_conj_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_uranus_venus_square_orb3,4,10,-0.362111585647624,-0.21211158564762406,0.29824591392014704,0.5788740169530365,0.7288740169530366,1.1213144458511615,0.39244042889812486,0.5788740169530365,10,73,60,0.9600043742626334,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4298869382893474,0.8361794971388358,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_mercury_opp_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_sextile_orb3,4,10,-0.38725722266458473,-0.2372572226645847,0.2731002769031864,0.5788295325453449,0.7288295325453449,1.1212699614434698,0.39244042889812486,0.5788295325453449,6,121,21,0.9599409983057416,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.15020659488692228,0.5564991537364107,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_trine_orb3,4,10,-0.41310527948289066,-0.26310527948289064,0.24725222008488043,0.5787040128460014,0.7287040128460014,1.1211444417441263,0.39244042889812486,0.5787040128460014,7,95,26,0.9597621733557411,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4482890132597081,0.8545815721091965,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~venus_sign_taurus,4,10,-0.3864954989108058,-0.23649549891080585,0.27386200065696525,0.5787039158682247,0.7287039158682247,1.1211443447663496,0.39244042889812486,0.5787039158682247,6,73,22,0.9597620351939096,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.29694538311529645,0.7032379419647848,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & ~asp_moon_venus_trine_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.4636591837263685,-0.31365918372636853,0.19669831584140257,0.578651818443877,0.728651818443877,1.121092247342002,0.39244042889812486,0.578651818443877,10,64,54,0.9596878133128877,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3285390579272223,0.7348316167767107,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_sun_uranus_trine_orb5 & ~venus_sign_leo,4,10,-0.27924250928336025,-0.12924250928336023,0.38111499028441087,0.5785745612553174,0.7285745612553174,1.1210149901534423,0.39244042889812486,0.5785745612553174,6,94,22,0.9595777470485125,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.31849834039957275,0.7247908992490611,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_venus_conj_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.34499364445187186,-0.1949936444518719,0.3153638551158992,0.5785483795254948,0.7285483795254948,1.1209888084236197,0.39244042889812486,0.5785483795254948,8,70,26,0.959540446659376,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4397640837111189,0.8460566425606073,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb3 & ~asp_saturn_venus_sextile_orb5 & ~asp_sun_uranus_trine_orb5,4,10,-0.40058990524196514,-0.2505899052419651,0.259767594325806,0.578546503863839,0.728546503863839,1.120986932761964,0.39244042889812486,0.578546503863839,7,67,31,0.9595377744563944,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3417773057537326,0.748069864603221,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_uranus_square_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.3546828721086399,-0.20468287210863995,0.30567462745913115,0.5785414124634415,0.7285414124634415,1.1209818413615664,0.39244042889812486,0.5785414124634415,8,79,28,0.9595305208802272,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3678055869270039,0.7740981457764923,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_sun_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.3062632579044523,-0.15626325790445234,0.35409424166331877,0.5784679682366524,0.7284679682366524,1.1209083971347773,0.39244042889812486,0.5784679682366524,5,91,17,0.9594258869935077,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.34592112684467485,0.7522136856941632,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_venus_sextile_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.3842400857698073,-0.23424008576980732,0.2761174137979638,0.5783831020883071,0.7283831020883071,1.120823530986432,0.39244042889812486,0.5783831020883071,7,100,22,0.959304980750614,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3536941385453874,0.7599866973948758,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3335506548132372,-0.18355065481323718,0.3268068447545339,0.5783663522196937,0.7283663522196937,1.1208067811178186,0.39244042889812486,0.5783663522196937,7,97,27,0.9592811177340606,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3688533956067826,0.775145954456271,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_uranus_sextile_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3752923543355544,-0.2252923543355544,0.2850651452322167,0.5783121146008295,0.7283121146008296,1.1207525434989545,0.39244042889812486,0.5783121146008295,7,85,26,0.9592038471231397,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.42970240927432285,0.8359949681238112,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_venus_trine_orb3,4,10,-0.31964934586885174,-0.16964934586885178,0.3407081536989193,0.578252916850914,0.728252916850914,1.120693345749039,0.39244042889812486,0.578252916850914,6,93,23,0.9591195100353935,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2995588986497642,0.7058514574992526,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & ~asp_mars_sun_square_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.3733808417260287,-0.22338084172602868,0.2869766578417424,0.578202065917604,0.7282020659176041,1.120642494815729,0.39244042889812486,0.578202065917604,5,98,17,0.9590470644362659,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2661044473711884,0.6723970062206768,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_moon_square_orb1 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_opp_orb5,4,10,-0.40899586072748784,-0.2589958607274878,0.2513616388402833,0.5781808762225052,0.7281808762225053,1.1206213051206302,0.39244042889812486,0.5781808762225052,7,93,26,0.9590168762112865,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3635128179187553,0.7698053767682437,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_sextile_orb5 & ~mars_ingress_3d,4,10,-0.7428880896870279,-0.5928880896870279,-0.08253059011925677,0.578117518734837,0.728117518734837,1.120557947632962,0.39244042889812486,0.578117518734837,35,40,45,0.9589266130433363,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.67329528130597,1.0795878401554584,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & ~asp_mercury_uranus_square_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_uranus_venus_sextile_orb5,4,10,-0.6987226966358875,-0.5487226966358875,-0.03836519706811639,0.5781149635204962,0.7281149635204962,1.1205553924186211,0.39244042889812486,0.5781149635204962,17,136,21,0.9589229727216042,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5683806565433385,0.9746732153928269,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~mercury_sign_cancer,4,10,-0.6477479529666903,-0.4977479529666903,0.012609546601080839,0.5780752325052664,0.7280752325052664,1.1205156614033913,0.39244042889812486,0.5780752325052664,13,145,17,0.9588663693929258,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.6296112489185532,1.0359038077680416,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_sextile_orb3 & ~venus_sign_taurus,4,10,-0.4003748395071357,-0.2503748395071357,0.2599826600606354,0.5780520063082301,0.7280520063082301,1.120492435206355,0.39244042889812486,0.5780520063082301,5,129,21,0.958833279890877,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.20002409424064233,0.6063166530901307,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_mercury_sextile_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.3863532802707792,-0.23635328027077918,0.2740042192969919,0.5779985272573657,0.7279985272573657,1.1204389561554906,0.39244042889812486,0.5779985272573657,6,97,22,0.958757090308473,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.34374982181357444,0.7500423806630628,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5 & ~asp_sun_uranus_trine_orb5,4,10,-0.38453611463300463,-0.2345361146330046,0.2758213849347665,0.5779862512049961,0.7279862512049962,1.120426680103121,0.39244042889812486,0.5779862512049961,8,60,31,0.9587396010883733,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4391084287468728,0.8454009875963612,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~venus_sign_libra & ~venus_sign_taurus,4,10,-0.3430180278736874,-0.19301802787368738,0.3173394716940837,0.5779710252161766,0.7279710252161766,1.1204114541143015,0.39244042889812486,0.5779710252161766,5,94,18,0.9587179092111651,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.486614649246166,0.8929072080956544,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_pluto_venus_square_orb1,4,10,-0.35032148689466747,-0.20032148689466744,0.31003601267310366,0.5778904877555088,0.7278904877555088,1.1203309166536337,0.39244042889812486,0.5778904877555088,7,81,22,0.9586031706804505,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.34223104266662213,0.7485236015161105,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_moon_trine_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3818001807968934,-0.2318001807968934,0.2785573187708777,0.5778465884032286,0.7278465884032286,1.1202870173013535,0.39244042889812486,0.5778465884032286,7,97,25,0.9585406290639611,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4125479508992366,0.818840509748725,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_mercury_conj_orb5 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.38283494039867627,-0.2328349403986763,0.2775225591690948,0.5778403232795702,0.7278403232795703,1.1202807521776952,0.39244042889812486,0.5778403232795702,6,94,19,0.9585317034008483,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3766830476186183,0.7829756064681067,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~mars_ingress_3d & ~mercury_sign_aries,4,10,-0.7019887291544546,-0.5519887291544546,-0.04163122958668352,0.5777986568601016,0.7277986568601016,1.1202390857582265,0.39244042889812486,0.5777986568601016,30,41,39,0.9584723429916868,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.6076114542903062,1.0139040131397945,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_uranus_trine_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,4,10,-0.37027644782469116,-0.2202764478246912,0.2900810517430799,0.5777011306644958,0.7277011306644958,1.1201415595626207,0.39244042889812486,0.5777011306644958,6,100,22,0.958333401620014,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30951928443426774,0.7158118432837561,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_neptune_sun_opp_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.4001671824012547,-0.25016718240125474,0.26019031716651636,0.577673262143722,0.7276732621437221,1.120113691041847,0.39244042889812486,0.577673262143722,7,97,27,0.9582936985717792,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.35766192917020573,0.7639544880196941,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
