rule,side,length,complexity,val_avg_R,val_total_R,val_n_trades,val_fitness,val_fitness_raw,val_pf,val_win_rate,val_sharpe,val_max_dd,n_episodes_val,max_episode_val,val_half1_avg_R,val_half2_avg_R,stable,train_avg_R,train_n_trades,holdout_avg_R,holdout_total_R,holdout_n_trades,holdout_pf,holdout_win_rate,holdout_sharpe,holdout_max_dd,null_pvalue,null_n,drop_reason,selected_on
~asp_mars_neptune_trine_orb3 & mercury_sign_capricorn,short,2,4,0.37252430232046907,14.155923488177825,38,0.2831909689871357,0.29252430232046905,2.089120659077536,0.5526315789473685,,,9,21,0.33444722525394915,0.47914011810672463,True,-0.18476829224955946,75,,,,,,,,,,,validation
~asp_neptune_sun_sextile_orb5 & mercury_sign_sagittarius,long,2,4,0.3695940756689591,14.783763026758363,40,0.2829274090022924,0.28959407566895906,2.1002930332498084,0.6,,,8,35,0.0024939463739673596,0.5898541532459541,True,-0.021635743830825584,102,,,,,,,,,,,validation
~asp_jupiter_venus_conj_orb3 & asp_mercury_venus_conj_orb1,short,2,4,0.3624231675612448,18.12115837806224,50,0.2824231675612448,0.2824231675612448,2.079338744080085,0.62,,,9,6,0.3180081144060329,0.38145819034204986,True,-0.10978308066009974,118,,,,,,,,,,,validation
asp_jupiter_mars_trine_orb1 & ~asp_moon_uranus_conj_orb1,short,2,4,0.38200916964574805,11.460275089372441,30,0.282009169645748,0.30200916964574803,1.9755974291760199,0.5333333333333333,,,6,3,0.37721976512678973,0.3915879786836644,True,-0.15368165801277844,59,,,,,,,,,,,validation
~asp_mars_neptune_trine_orb3 & ~mercury_sign_taurus,long,2,5,0.3814996325378244,24.797476114958585,65,0.2814996325378244,0.2814996325378244,2.043378997856328,0.5846153846153846,,,13,235,0.45834423184751866,0.2918476000098479,True,0.13114437767506143,132,,,,,,,,,,,validation
~asp_mars_neptune_trine_orb5 & asp_mercury_uranus_trine_orb5,long,2,4,0.3613110386697079,21.67866232018247,60,0.28131103866970786,0.28131103866970786,2.231152718195477,0.6,,,12,16,0.21998082912580216,0.43197614344166063,True,-0.11125628120741494,132,,,,,,,,,,,validation
asp_mercury_uranus_trine_orb5 & ~asp_neptune_venus_sextile_orb3,long,2,4,0.3613110386697079,21.67866232018247,60,0.28131103866970786,0.28131103866970786,2.231152718195477,0.6,,,12,16,0.21998082912580216,0.43197614344166063,True,-0.11879446246729002,143,,,,,,,,,,,validation
asp_pluto_venus_conj_orb3,short,1,1,0.3208019769960543,9.624059309881629,30,0.28080197699605425,0.30080197699605427,1.7370546217219611,0.5666666666666667,,,5,4,0.38699674027112935,0.25460721372097933,True,-0.04477877321353612,68,,,,,,,,,,,validation
asp_mars_neptune_square_orb5 & ~asp_neptune_sun_sextile_orb5,short,2,4,0.37374154852303726,13.080954198306303,35,0.28040821518970394,0.29374154852303724,2.384643447133237,0.6571428571428571,,,6,23,0.31751549884713753,0.5143066727127865,True,-0.005075645425465208,75,,,,,,,,,,,validation
asp_jupiter_mars_square_orb5 & ~sun_sign_aries,long,2,4,0.3732965475049073,13.065379162671755,35,0.279963214171574,0.2932965475049073,2.0598708862528583,0.6285714285714286,,,7,17,0.5366500982037183,0.15549181323982594,True,-0.336216391720474,58,,,,,,,,,,,validation
asp_mars_venus_sextile_orb5 & ~asp_sun_venus_conj_orb5,short,2,4,0.3732221828959896,13.062776401359635,35,0.27988884956265625,0.29322218289598956,2.0484075962440524,0.5142857142857142,,,6,23,0.3579154278303874,0.411489070559995,True,-0.0614426449206833,69,,,,,,,,,,,validation
asp_mars_pluto_sextile_orb1 & ~asp_neptune_venus_sextile_orb3,long,2,4,0.37973411734691553,11.392023520407466,30,0.2797341173469155,0.2997341173469155,2.032905444795513,0.5666666666666667,,,6,4,0.2373187647650198,0.5221494699288114,True,0.2247924695760961,59,,,,,,,,,,,validation
~asp_jupiter_venus_sextile_orb3 & venus_sign_capricorn,long,2,4,0.3728021491865093,13.048075221527824,35,0.27946881585317596,0.29280214918650926,1.8243995622834606,0.5142857142857142,,,7,19,0.4427725058043693,0.32032438172311434,True,-0.08695967687709057,74,,,,,,,,,,,validation
~asp_jupiter_venus_sextile_orb1 & venus_sign_capricorn,long,2,4,0.372780377218768,13.04731320265688,35,0.2794470438854347,0.292780377218768,1.8243331413463317,0.5142857142857142,,,7,19,0.4427725058043693,0.32028628077956706,True,-0.03255006099600445,79,,,,,,,,,,,validation
~asp_neptune_venus_sextile_orb1 & ~mercury_sign_taurus,long,2,5,0.3792978956714746,23.13717163595995,61,0.27929789567147456,0.27929789567147456,2.082441266274766,0.6065573770491803,,,13,235,0.3120602084586945,0.4698101669194479,True,0.03370558228654397,170,,,,,,,,,,,validation
asp_jupiter_mars_trine_orb3 & ~asp_mercury_uranus_conj_orb3,short,2,4,0.37900088155467254,11.370026446640177,30,0.2790008815546725,0.2990008815546725,1.8925861982287748,0.5333333333333333,,,5,8,0.3222943424465144,0.49241395977098873,True,-0.21531569625324667,65,,,,,,,,,,,validation
asp_jupiter_mars_trine_orb3 & ~asp_mercury_uranus_trine_orb5,short,2,4,0.37900088155467254,11.370026446640177,30,0.2790008815546725,0.2990008815546725,1.8925861982287748,0.5333333333333333,,,5,8,0.3222943424465144,0.49241395977098873,True,-0.17133609758269241,59,,,,,,,,,,,validation
asp_jupiter_mars_trine_orb3 & ~asp_jupiter_venus_conj_orb3,short,2,4,0.37900088155467254,11.370026446640177,30,0.2790008815546725,0.2990008815546725,1.8925861982287748,0.5333333333333333,,,5,7,0.3222943424465144,0.49241395977098873,True,-0.23537766784739647,65,,,,,,,,,,,validation
asp_neptune_venus_sextile_orb3 & ~sun_sign_aries,long,2,4,0.3656601191881491,14.626404767525964,40,0.27899345252148244,0.2856601191881491,2.184242652294166,0.65,,,8,4,0.38107354552384953,0.35024669285244864,True,0.1889029536949061,106,,,,,,,,,,,validation
asp_neptune_venus_sextile_orb1,long,1,1,0.3081447481535682,10.785066185374886,35,0.27481141482023486,0.28814474815356816,1.8216162342618862,0.5428571428571428,,,7,2,0.12606123334058647,0.44470738426330436,True,0.1294461042497243,117,,,,,,,,,,,validation
~asp_jupiter_mercury_opp_orb5,short,1,2,0.3301224669736885,9.903674009210656,30,0.2701224669736885,0.29012246697368854,1.9083279963993487,0.6,,,7,288,0.35285297853299097,0.2846614438550835,True,-0.14788371829150593,58,,,,,,,,,,,validation
~asp_sun_uranus_conj_orb3,long,1,2,0.35113572552911626,8.778393138227907,25,0.2696575999971438,0.2896575999971438,2.0011826095633913,0.64,0.6122342504267806,-0.015057116926152414,6,251,0.5657459285553749,-0.14251905711931873,False,0.17641145826127352,60,-0.06994967938874422,-2.4482387786060475,35.0,0.8474900309488712,0.45714285714285713,-0.11711207884640192,-0.02482669943327953,0.025987006496751622,2000.0,,validation
~mercury_sign_scorpio,long,1,2,0.32183519055622034,11.264231669467712,35,0.26850185722288705,0.28183519055622036,1.9060766894289844,0.5714285714285714,,,7,232,0.11426410116513264,0.47751350759953615,True,0.04570160966913519,83,,,,,,,,,,,validation
asp_mars_mercury_conj_orb1,long,1,1,0.2902594954975304,11.610379819901215,40,0.2635928288308637,0.27025949549753037,1.8784109734072554,0.575,,,8,3,0.30919162780769627,0.2713273631873645,True,0.0016710869064935998,79,,,,,,,,,,,validation
venus_sign_capricorn,long,1,1,0.3023233218694824,9.069699656084472,30,0.2623233218694824,0.2823233218694824,1.6562857265767723,0.5,,,6,19,0.4427725058043693,0.16187413793459562,True,-0.023441213491972986,69,,,,,,,,,,,validation
~asp_saturn_venus_opp_orb1,long,1,2,0.32013492867089705,9.604047860126911,30,0.26013492867089705,0.28013492867089707,1.7845983764094477,0.5333333333333333,,,6,286,0.17769969863456853,0.4625701587072256,True,0.02894419269002794,39,,,,,,,,,,,validation
asp_mercury_pluto_conj_orb3,short,1,1,0.3147004853073036,11.014516985755627,35,0.2577424947217933,0.2710758280551266,1.80681001303352,0.5714285714285714,0.6260419554591319,-0.01611739256415068,6,12,0.49430127890480763,-0.21698779906907584,False,-0.11544296329866853,84,-0.008456619430862067,-0.33826477723448267,40.0,0.9791937267712186,0.425,-0.013184219070089367,-0.029926161904929915,0.03548225887056472,2000.0,,validation
asp_mercury_uranus_conj_orb5,short,1,1,0.28763610209544865,10.067263573340703,35,0.2543027687621153,0.26763610209544864,1.8283597819294166,0.5714285714285714,,,6,19,0.232653559703655,0.4250924580749328,True,-0.08688243902184584,77,,,,,,,,,,,validation
venus_sign_pisces,short,1,1,0.2862043941333727,10.017153794668044,35,0.25287106080003935,0.26620439413337266,1.8372838924165897,0.4857142857142857,,,6,23,0.2610792458711613,0.3490172647889011,True,-0.19343271193738804,65,,,,,,,,,,,validation
~asp_mars_pluto_trine_orb1,short,1,2,0.3096203981365738,9.288611944097214,30,0.24962039813657386,0.26962039813657385,2.077515893659677,0.5666666666666667,,,7,368,-0.002360093375789729,0.6216008896489372,False,-0.04921996271046166,74,,,,,,,,,,,validation
asp_neptune_venus_square_orb5,long,1,1,0.26603470359748416,13.301735179874207,50,0.24603470359748417,0.24603470359748417,1.7322510091572443,0.48,,,10,7,0.4128894702738112,0.16813152581326613,True,-0.02178782612428113,127,,,,,,,,,,,validation
venus_sign_taurus,short,1,1,0.28370504303197835,8.51115129095935,30,0.24370504303197835,0.26370504303197834,1.6429296661968937,0.5333333333333333,,,5,20,0.3214211267472342,0.24598895931672235,True,0.1550764376399136,60,,,,,,,,,,,validation
~asp_mars_neptune_trine_orb5,long,1,2,0.29700281771638215,10.395098620073375,35,0.24366948438304883,0.25700281771638217,1.7238372479443658,0.5142857142857142,,,7,353,0.16428346448987627,0.39654233263626143,True,0.0949010787981169,70,,,,,,,,,,,validation
~venus_sign_sagittarius,long,1,2,0.3023233218694824,9.069699656084472,30,0.24232332186948244,0.26232332186948243,1.6562857265767723,0.5,,,6,262,0.4427725058043693,0.16187413793459562,True,-0.03302738301345367,64,,,,,,,,,,,validation
asp_saturn_sun_square_orb1,short,1,1,0.2614960742005628,13.07480371002814,50,0.24149607420056282,0.24149607420056282,1.6087155861428462,0.5,,,9,2,0.5765020752435985,-0.05350992684247298,False,0.11016533055642613,90,,,,,,,,,,,validation
mercury_sign_sagittarius,long,1,1,0.273933695645721,9.587679347600234,35,0.24060036231238766,0.253933695645721,1.7712996657696227,0.5714285714285714,,,7,44,0.0024939463739673596,0.47751350759953615,True,-0.017051339760466726,81,,,,,,,,,,,validation
asp_uranus_venus_opp_orb3,long,1,1,0.27310742802913185,9.558759981019614,35,0.2397740946957985,0.25310742802913183,1.9353128719532897,0.6285714285714286,,,7,8,0.1268427928242396,0.33161328211108887,True,-0.025923717191769363,58,,,,,,,,,,,validation
~asp_neptune_sun_sextile_orb5,short,1,2,0.2781872951749061,12.518428282870774,45,0.23818729517490608,0.23818729517490608,1.7325386005816727,0.5555555555555556,,,10,164,0.2570193638600436,0.3046472093184842,True,-0.003669474557836218,122,,,,,,,,,,,validation
~asp_mercury_uranus_opp_orb3,long,1,2,0.2964097560390115,8.892292681170344,30,0.23640975603901151,0.2564097560390115,1.7158198986772837,0.5666666666666667,,,6,246,0.2680994945544013,0.32472001752362156,True,0.0015039372585572515,70,,,,,,,,,,,validation
~asp_mars_pluto_trine_orb5,long,1,2,0.2872109535546021,10.052383374411074,35,0.23387762022126873,0.24721095355460207,1.7998953469757604,0.5714285714285714,,,7,359,0.3232319412430038,0.2391829699700665,True,0.10606391073011187,75,,,,,,,,,,,validation
asp_saturn_sun_square_orb3,short,1,1,0.2530680736944054,13.918744053192299,55,0.23306807369440544,0.23306807369440544,1.6347357318384144,0.5272727272727272,,,10,5,0.42582773200606105,0.04575648372041883,True,0.0177966937249554,116,,,,,,,,,,,validation
asp_mars_neptune_square_orb5,short,1,1,0.26637659187161455,9.32318071550651,35,0.23304325853828123,0.24637659187161456,1.9171572426252212,0.6285714285714286,,,6,32,0.1672045595351458,0.5143066727127865,True,0.04030918051637155,75,,,,,,,,,,,validation
~asp_jupiter_venus_sextile_orb1,long,1,2,0.27839335678401167,11.135734271360466,40,0.231726690117345,0.23839335678401166,1.664851942514974,0.55,,,8,299,0.35145353228410314,0.15662639761719255,True,0.09838881222267966,110,,,,,,,,,,,validation
asp_mercury_pluto_square_orb3,short,1,1,0.2499363038734087,14.996178232404523,60,0.22993630387340872,0.22993630387340872,1.7179065137222076,0.5333333333333333,,,11,14,0.35416667981215816,0.10401377755915948,True,0.09845256212304408,145,,,,,,,,,,,validation
~asp_neptune_venus_sextile_orb3,long,1,2,0.26972416449476405,14.834829047212024,55,0.22972416449476404,0.22972416449476404,1.6555800353667918,0.5272727272727272,,,11,211,0.1753137630762555,0.38301664619697445,True,0.1385358104161861,123,,,,,,,,,,,validation
asp_pluto_venus_trine_orb3,short,1,1,0.24828489573202495,13.655669265261372,55,0.22828489573202496,0.22828489573202496,1.5748743636562965,0.509090909090909,,,10,4,0.0877888047634796,0.44088020489427926,True,0.06168020413538923,130,,,,,,,,,,,validation
~asp_moon_pluto_conj_orb1,long,1,2,0.2726715574555434,10.906862298221736,40,0.22600489078887673,0.23267155745554338,1.8634800724540774,0.6,,,8,394,0.5776740625292888,0.08967005441129611,True,-0.09469377479612053,86,,,,,,,,,,,validation
~asp_sun_uranus_conj_orb5,long,1,2,0.2852132739060191,8.556398217180572,30,0.22521327390601908,0.24521327390601907,1.6969447410798955,0.5333333333333333,,,6,248,0.6017489438341986,-0.3478580659503402,False,0.30019218490650423,60,,,,,,,,,,,validation
asp_pluto_sun_opp_orb5,short,1,1,0.2649079587869885,7.947238763609654,30,0.2249079587869885,0.24490795878698848,1.738877976178058,0.4666666666666667,,,5,8,0.08554738043660248,0.4442685371373744,True,0.16136570943979026,60,,,,,,,,,,,validation
asp_saturn_sun_square_orb5,short,1,1,0.2449025678514243,13.469641231828337,55,0.22490256785142432,0.22490256785142432,1.7441031385338994,0.5636363636363636,,,10,8,0.31064740853795986,0.16600875902758175,True,0.0761799285605356,116,,,,,,,,,,,validation
asp_neptune_sun_square_orb5,short,1,1,0.2439273863390034,13.416006248645187,55,0.22392738633900341,0.22392738633900341,1.5959242309265411,0.4909090909090909,,,10,9,0.24941775408245365,0.23733894504686312,True,-0.03847906691993112,121,,,,,,,,,,,validation
venus_sign_scorpio,long,1,1,0.2636578732866884,7.909736198600652,30,0.2236578732866884,0.2436578732866884,1.6384103863737232,0.5333333333333333,,,6,38,-0.10094895159167667,0.4459612857258709,False,0.2375560831383443,66,,,,,,,,,,,validation
asp_mercury_venus_conj_orb1,short,1,1,0.2416766920071781,14.500601520430685,60,0.2216766920071781,0.2216766920071781,1.652219215581877,0.5833333333333334,,,11,6,0.04598259433835766,0.38145819034204986,True,-0.1204420260709008,113,,,,,,,,,,,validation
asp_neptune_venus_sextile_orb3,long,1,1,0.23866399818476736,11.933199909238368,50,0.21866399818476737,0.21866399818476737,1.665608750927059,0.56,,,10,4,0.2022312760638121,0.27509672030572274,True,0.215721272388387,123,,,,,,,,,,,validation
asp_moon_venus_sextile_orb1,short,1,1,0.23838066876324673,13.82607878826831,58,0.21838066876324674,0.21838066876324674,1.564722037789045,0.5517241379310345,,,11,1,0.2104867043439786,0.30036725636162037,True,0.016486098787278237,178,,,,,,,,,,,validation
~asp_jupiter_sun_sextile_orb1,long,1,2,0.2583570991586236,11.626069462138062,45,0.21835709915862359,0.21835709915862359,1.7739914515775526,0.6444444444444445,,,9,271,0.04725693636713306,0.42723722939181596,True,0.01489707097339807,104,,,,,,,,,,,validation
~asp_mars_venus_sextile_orb3,long,1,2,0.2649649124582846,10.598596498331384,40,0.2182982457916179,0.22496491245828457,1.6450505627114491,0.525,,,8,330,0.18875946832680815,0.39197398601074535,True,0.005183440244777515,80,,,,,,,,,,,validation
asp_mars_saturn_trine_orb3,short,1,1,0.2504895520038045,8.767134320133158,35,0.2171562186704712,0.23048955200380453,1.6120299627149075,0.5714285714285714,,,6,7,0.27454706870945766,0.21841286306293345,True,-0.000493792853232169,59,,,,,,,,,,,validation
asp_saturn_venus_trine_orb1,short,1,1,0.2369248270238665,10.661617216073992,45,0.2169248270238665,0.2169248270238665,1.6049137779539475,0.5333333333333333,,,8,2,0.2404803061530452,0.22981386876550916,True,-0.13109234616625892,111,,,,,,,,,,,validation
~jupiter_ingress_1d,long,1,2,0.2757457386404258,8.272372159212773,30,0.2157457386404258,0.23574573864042578,1.7691883014403276,0.5666666666666667,,,6,271,0.19533086674830122,0.3561606105325504,True,0.07520255792982598,71,,,,,,,,,,,validation
~jupiter_ingress_3d,long,1,2,0.2757457386404258,8.272372159212773,30,0.2157457386404258,0.23574573864042578,1.7691883014403276,0.5666666666666667,,,6,269,0.19533086674830122,0.3561606105325504,True,0.07520255792982598,71,,,,,,,,,,,validation
~jupiter_ingress_5d,long,1,2,0.2757457386404258,8.272372159212773,30,0.2157457386404258,0.23574573864042578,1.7691883014403276,0.5666666666666667,,,6,267,0.19533086674830122,0.3561606105325504,True,0.07520255792982598,71,,,,,,,,,,,validation
asp_mars_saturn_square_orb3,short,1,1,0.24865812311516394,8.703034309030738,35,0.21532478978183062,0.22865812311516395,1.7197249902352663,0.5142857142857142,,,6,9,0.36583147866376853,0.09242698238369126,True,0.12437211240952707,64,,,,,,,,,,,validation
~asp_mercury_saturn_conj_orb5,long,1,2,0.2749458262491634,8.248374787474903,30,0.21494582624916342,0.2349458262491634,1.6477312526805212,0.5,,,6,247,0.33080735960508256,0.21908429289324444,True,0.1989262433888493,80,,,,,,,,,,,validation
asp_uranus_venus_opp_orb5,long,1,1,0.25342959752567673,7.602887925770301,30,0.21342959752567675,0.23342959752567674,1.6586201129543208,0.5666666666666667,,,6,33,0.07718765752209786,0.34155056752746615,True,-0.09553520975316222,59,,,,,,,,,,,validation
asp_jupiter_mars_square_orb5,long,1,1,0.2451933622865737,8.58176768003008,35,0.21186002895324038,0.22519336228657372,1.6148267624062673,0.5714285714285714,,,7,17,0.31246952407163453,0.15549181323982594,True,-0.29237200741052816,63,,,,,,,,,,,validation
venus_sign_aries,short,1,1,0.2444836803058623,8.55692881070518,35,0.21115034697252896,0.2244836803058623,1.5579336275878566,0.5428571428571428,,,6,39,0.36149830894243634,-0.048052891285572594,False,-0.04453695023816807,65,,,,,,,,,,,validation
asp_pluto_venus_conj_orb1,short,1,1,0.2507166771005677,7.521500313017032,30,0.21071667710056774,0.23071667710056773,1.5348974846673238,0.5333333333333333,,,5,1,0.3209029841682705,0.18053037003286493,True,-0.11365783918816648,56,,,,,,,,,,,validation
asp_moon_saturn_conj_orb1,short,1,1,0.23063076616027892,10.37838447721255,45,0.21063076616027893,0.21063076616027893,1.8254039796599368,0.5555555555555556,,,8,1,0.26547124666460736,0.16094980515162202,True,-0.06213668639179401,88,,,,,,,,,,,validation
~asp_mars_neptune_trine_orb1,long,1,2,0.2628573011017681,9.200005538561882,35,0.20952396776843474,0.22285730110176807,1.5917634450982392,0.5142857142857142,,,7,362,0.3841478257255343,0.1011366016034133,True,0.14134412911794217,65,,,,,,,,,,,validation
asp_jupiter_sun_sextile_orb1,long,1,1,0.23495740094051581,9.398296037620632,40,0.20829073427384917,0.21495740094051582,1.729285458929599,0.6,,,8,3,0.10954667705862028,0.3102038352696531,True,-0.11511741229818459,103,,,,,,,,,,,validation
~asp_moon_uranus_opp_orb1,long,1,2,0.24595328457089782,13.035524082257584,53,0.20595328457089782,0.20595328457089782,1.5023943335258194,0.49056603773584906,,,11,224,0.3541939127391639,0.06735624809325877,True,0.06029743911138267,89,,,,,,,,,,,validation
~asp_saturn_sun_opp_orb3,long,1,2,0.2648895236286581,7.946685708859743,30,0.2048895236286581,0.22488952362865808,1.724076154648617,0.5333333333333333,,,6,257,0.2819171229507999,0.23083432498437437,True,0.28271753068997474,59,,,,,,,,,,,validation
asp_mercury_uranus_square_orb3,short,1,1,0.22406778613971398,12.32372823768427,55,0.204067786139714,0.204067786139714,1.578655945745124,0.4909090909090909,,,10,13,0.2752391823264617,0.18142495598409095,True,-0.10441416462807548,153,,,,,,,,,,,validation
~asp_moon_pluto_square_orb1,short,1,2,0.24289548226177324,14.573728935706395,60,0.20289548226177323,0.20289548226177323,1.7043947190733655,0.5833333333333334,,,13,223,0.15200718938998878,0.42467206800534213,True,-0.03474294826594149,153,,,,,,,,,,,validation
mercury_sign_virgo,long,1,1,0.2428700248150157,7.286100744450471,30,0.20287002481501573,0.22287002481501572,1.5748185765002567,0.5,,,6,48,0.02376699786133705,0.35242153829185513,True,-0.157463597328308,75,,,,,,,,,,,validation
asp_moon_sun_square_orb1,short,1,1,0.22214453629728864,16.66084022229665,75,0.20214453629728865,0.20214453629728865,1.6072099532267363,0.5333333333333333,,,14,1,0.3448408186912371,0.11478528920258375,True,0.02428936941631771,190,,,,,,,,,,,validation
~venus_sign_libra,long,1,2,0.2540160836940286,8.890562929291002,35,0.20068275036069527,0.2140160836940286,1.5773254086073527,0.5142857142857142,,,7,265,-0.0019108523484278254,0.4459612857258709,False,0.26371196249448836,67,,,,,,,,,,,validation
asp_mars_pluto_sextile_orb3,long,1,1,0.23906480284188772,7.171944085256632,30,0.19906480284188774,0.21906480284188773,1.561112423175262,0.5,,,6,9,0.2616033939721386,0.21652621171163686,True,0.10971036762744796,59,,,,,,,,,,,validation
asp_mercury_pluto_conj_orb5,short,1,1,0.2312339229718312,8.093187304014092,35,0.19790058963849788,0.21123392297183122,1.5426985819129517,0.4857142857142857,,,6,14,0.41052261178819405,-0.21698779906907584,False,0.023503423274778956,84,,,,,,,,,,,validation
~asp_jupiter_sun_opp_orb5,long,1,2,0.25774989943896515,7.7324969831689545,30,0.19774989943896515,0.21774989943896514,1.550370876199934,0.5333333333333333,,,6,267,0.3041925062027693,0.1648646859113569,True,0.15417336839106696,54,,,,,,,,,,,validation
asp_mars_uranus_sextile_orb3,short,1,1,0.2370025655575167,7.110076966725501,30,0.19700256555751672,0.2170025655575167,1.5978186272821961,0.5333333333333333,,,5,6,0.4379669257925113,-0.16492615491247253,False,-0.008844140742663566,72,,,,,,,,,,,validation
~asp_moon_uranus_conj_orb1,short,1,2,0.23604381212681627,10.621971545706732,45,0.19604381212681626,0.19604381212681626,1.6055277673803994,0.4888888888888889,,,10,206,0.24243356665490112,0.23093200850434822,True,0.03696387745310418,87,,,,,,,,,,,validation
~mercury_sign_libra,long,1,2,0.2548116992998179,7.644350978994536,30,0.1948116992998179,0.2148116992998179,1.6347346154808464,0.6,,,6,235,0.26565782532009985,0.24396557327953577,True,0.21201545001338928,79,,,,,,,,,,,validation
asp_mars_moon_square_orb1,short,1,1,0.21448039794097884,13.941225866163625,65,0.19448039794097885,0.19448039794097885,1.5550894695166688,0.5538461538461539,,,13,1,0.3018828158452117,0.13956403973735074,True,-0.1088035415907789,162,,,,,,,,,,,validation
asp_jupiter_mercury_opp_orb1,short,1,1,0.23136680454076528,6.941004136222959,30,0.1913668045407653,0.21136680454076529,1.5729797456958727,0.4666666666666667,,,5,1,0.3853847739089996,-0.0766691341957035,False,-0.033546995451576585,38,,,,,,,,,,,validation
asp_jupiter_sun_sextile_orb3,long,1,1,0.2111657647677343,9.502459414548044,45,0.1911657647677343,0.1911657647677343,1.555545661538305,0.5333333333333333,,,9,6,0.1943470095472878,0.22462076894409147,True,-0.06463541098832633,110,,,,,,,,,,,validation
asp_jupiter_sun_conj_orb1,short,1,1,0.229652571118783,6.88957713356349,30,0.18965257111878303,0.20965257111878302,1.9926042173577687,0.5666666666666667,,,5,3,0.33600014694922425,0.12330499528834186,True,-0.14337590310060558,55,,,,,,,,,,,validation
mercury_sign_aries,short,1,1,0.22267224159432408,7.793528455801343,35,0.18933890826099076,0.2026722415943241,1.6170158663472047,0.6,,,6,48,0.10844033304583514,0.5082520129655462,True,0.1688987352204519,70,,,,,,,,,,,validation
~asp_jupiter_venus_sextile_orb3,long,1,2,0.2268369099027284,11.34184549513642,50,0.1868369099027284,0.1868369099027284,1.5355135470868704,0.5,,,10,217,0.2980748816074007,0.1555989381980562,True,0.033219088172785356,123,,,,,,,,,,,validation
asp_pluto_sun_opp_orb3,short,1,1,0.22616854787036694,6.785056436111009,30,0.18616854787036696,0.20616854787036695,1.559283371356652,0.5333333333333333,,,5,5,0.03766043039029426,0.4146766653504396,True,0.08715258793078662,60,,,,,,,,,,,validation
~asp_mercury_uranus_conj_orb5,short,1,2,0.2461553595451049,7.384660786353147,30,0.1861553595451049,0.2061553595451049,1.7794831792349122,0.6,,,7,245,0.06827077820018797,0.6019245222349388,True,-0.05585926334793016,76,,,,,,,,,,,validation
venus_station,long,1,1,0.2256937165625765,6.770811496877295,30,0.18569371656257652,0.2056937165625765,1.8646492982648655,0.5666666666666667,,,6,8,0.39530945918536387,-0.11353776868299822,False,-0.07652576659990261,74,,,,,,,,,,,validation
~sun_sign_scorpio,long,1,2,0.24561518477019964,7.3684555431059895,30,0.18561518477019964,0.20561518477019963,1.7385570840376592,0.6,,,6,231,0.3773768849815036,0.11385348455889573,True,0.1060365760112771,62,,,,,,,,,,,validation
~venus_sign_aries,short,1,2,0.24431112733553076,7.329333820065923,30,0.18431112733553076,0.20431112733553075,1.736281382524275,0.4666666666666667,,,7,266,0.19195805860884563,0.3490172647889011,True,-0.1806738480614098,64,,,,,,,,,,,validation
~asp_jupiter_moon_trine_orb1,long,1,2,0.22378075110654919,15.664652577458442,70,0.18378075110654918,0.18378075110654918,1.5856813733635808,0.5142857142857142,,,14,281,0.35641709680994643,0.12430349182900113,True,0.07978954864151416,149,,,,,,,,,,,validation
~asp_mars_pluto_trine_orb3,long,1,2,0.2362489136294379,8.268711977030327,35,0.18291558029610455,0.1962489136294379,1.7007297872011222,0.5428571428571428,,,7,364,0.43999940584463915,-0.03541840932416354,False,0.010201615108532886,75,,,,,,,,,,,validation
asp_jupiter_sun_trine_orb1,short,1,1,0.20949099174295832,8.379639669718333,40,0.18282432507629168,0.18949099174295833,1.615601312535794,0.6,,,7,2,0.25230960968798494,0.16667237379793187,True,-0.01320113047955569,105,,,,,,,,,,,validation
asp_moon_saturn_sextile_orb1,long,1,1,0.2091636211859847,8.366544847439387,40,0.18249695451931805,0.1891636211859847,1.5475864785622493,0.575,,,8,1,0.18363216040675354,0.21767410811239513,True,0.055566188454315095,167,,,,,,,,,,,validation
asp_saturn_venus_trine_orb5,short,1,1,0.2021896785532521,11.120432320428865,55,0.1821896785532521,0.1821896785532521,1.4676080636387783,0.4909090909090909,,,10,7,0.28884870779785593,0.09819884345972742,True,-0.0708508900982942,122,,,,,,,,,,,validation
asp_saturn_sun_square_orb5,long,1,1,0.20169944698312198,10.084972349156098,50,0.181699446983122,0.181699446983122,1.580810431880527,0.54,,,10,8,0.20214136121648207,0.20125753274976177,True,-0.014660303161313684,115,,,,,,,,,,,validation
asp_moon_neptune_sextile_orb1,short,1,1,0.20039556049756177,19.037578247268367,95,0.18039556049756178,0.18039556049756178,1.4570094712412327,0.49473684210526314,,,18,1,0.24706806727926034,0.12038554887179276,True,-0.11350785952628159,178,,,,,,,,,,,validation
~asp_neptune_sun_opp_orb3,long,1,2,0.23953941545275698,7.18618246358271,30,0.17953941545275698,0.19953941545275697,1.569761490371895,0.5333333333333333,,,6,250,0.24618279969774826,0.2328960312077658,True,-0.09028586314376774,60,,,,,,,,,,,validation
asp_mercury_moon_conj_orb1,short,1,1,0.1992012669978169,9.960063349890845,50,0.1792012669978169,0.1792012669978169,1.5696756359292596,0.54,,,9,1,0.35322562782924566,-0.03183527424932614,False,-0.004082888266931779,96,,,,,,,,,,,validation
asp_uranus_venus_trine_orb1,short,1,1,0.1986118374344034,11.916710246064204,60,0.1786118374344034,0.1786118374344034,1.460487274210248,0.5,,,11,4,0.2280781122134053,0.15735905274380083,True,-0.015031901288492359,109,,,,,,,,,,,validation
